Unnamed: 0,#CASE,DOF_PITCH_BC_,DOF_BETA1_GEOM_,DOF_BETA2_GEOM_,DOF_W1_GEOM_,DOF_W2_GEOM_,DOF_TMOVXU_GEOM_,DOF_TMOVXL_GEOM_,OF_alfa_ex_OP_01,OF_Cpt_OP_01,OF_CSI_OP_01,OF_phi_OP_01,OF_psi_OP_01,OF_Zwi_OP_01,OF_Zwc_OP_01,OF_DFss_mis_OP_01,OF_DFss_cp_OP_01,OF_Mis_peak_OP_01,OF_s_peak_OP_01,OF_s_diff_dim_OP_01,OF_s_tot_SS_OP_01,OF_Tmax_OP_01,OF_X_Tmax_OP_01
827,18079,0.09910115063,11.2262,-63.50067,0.03220215,0.8007507,0.1970627,-0.03360748,-64.12,0.02664,0.02488,0.5305257686,1.187092014,0.8484296037,0.8112078456,1.1675,0.9623,0.4626,0.5207,0.07457,0.1556,0.0119908201,0.315735012
828,18091,0.100511952,8.413696,-65.21942,0.06970215,0.8163757,0.01659393,-0.006263733,-63.566,0.02679,0.02501,0.5449110308,1.192165034,0.8749673371,0.836519371,1.1232,0.9723,0.4479,0.6183,0.05964,0.1562,0.0123164877,0.238640055
829,18115,0.09721687377,16.69495,-64.36005,0.01345215,0.6054382,-0.06817169,-0.05821686,-63.37,0.02698,0.02519,0.5500495644,1.193977158,0.8500880434,0.8127124609,1.129,0.9709,0.45,0.6208,0.05889,0.1553,0.0123198666,0.185534939
830,18137,0.1270206695,12.31995,-69.67255,0.08845215,0.6991882,0.03026581,0.1495956,-63.457,0.02385,0.02226,0.5477654694,1.193171663,1.108126792,1.059421586,1.2921,0.9381,0.486,0.5444,0.073,0.1602,0.012232529,0.269335002
831,18147,0.08533265458,5.757446,-69.8288,0.5509521,0.2460632,-0.07364044,0.01287689,-61.848,0.0273,0.02549,0.5908689521,1.208372277,0.7794386065,0.7450271387,1.2089,0.9542,0.4693,0.7672,0.03318,0.1425,0.0122522516,0.197340026
832,18161,0.09303205441,6.382446,-68.2663,0.1759521,0.1523132,0.06854706,-0.01993561,-64.559,0.02667,0.0249,0.5192688679,1.183122223,0.7851009129,0.7507025118,1.1764,0.9615,0.4577,0.6971,0.04568,0.1508,0.0122611923,0.260415018
833,18247,0.1125812774,2.124634,-69.61395,0.2212646,0.9081726,-0.01553497,-0.1327286,-62.93,0.02489,0.02323,0.5616809799,1.198079023,0.9980924676,0.9541579793,1.2072,0.955,0.4659,0.6721,0.05079,0.1549,0.0121942265,0.197339997
834,18257,0.09612465817,12.74963,-69.92645,0.1462646,0.06442261,-0.09209747,-0.05616608,-64.659,0.02601,0.02428,0.5167218487,1.182224007,0.8075283697,0.7721578936,1.2026,0.9562,0.4638,0.7071,0.04477,0.1529,0.0123071512,0.173999995
835,18275,0.09421822373,3.062134,-62.5827,0.05876465,0.6737976,0.04462128,-0.02882233,-62.2,0.02758,0.02575,0.5812798402,1.204990638,0.8535810748,0.815931125,1.1044,0.976,0.4464,0.602,0.06052,0.1521,0.0122778006,0.247260004
836,18297,0.1309415183,8.687134,-68.5202,0.03376465,0.5175476,-0.07569122,0.1133652,-63.335,0.02623,0.02449,0.550969908,1.194301721,1.146894411,1.096464921,1.2773,0.9405,0.4848,0.5344,0.07601,0.1633,0.0120619927,0.209414944
837,18305,0.1018025574,15.01526,-66.60614,0.1243896,0.9902039,0.04598846,-0.1231583,-62.714,0.02536,0.02367,0.5674403926,1.200110102,0.9076786741,0.867700114,1.1628,0.9643,0.4542,0.6471,0.05382,0.1525,0.0120917615,0.234374955
838,18419,0.1183322711,4.234009,-68.55927,0.1431396,0.6230164,0.01044159,0.07098236,-62.638,0.02664,0.02487,0.5694747157,1.200827514,1.057969939,1.011360315,1.2371,0.9488,0.474,0.602,0.06208,0.156,0.0122937318,0.24725996
839,18421,0.1167016734,6.734009,-67.30927,0.04313965,0.2480164,-0.03330841,0.02723236,-63.134,0.0241,0.0225,0.5562715797,1.196171376,1.028672396,0.9834183427,1.2389,0.9481,0.476,0.5857,0.06515,0.1573,0.0122899879,0.217614949
840,18435,0.09677616124,9.492798,-67.13593,0.3476318,0.4508972,0.1894577,-0.005323792,-60.664,0.02405,0.02245,0.6238180665,1.219991912,0.9118484752,0.8714753168,1.2716,0.9421,0.4812,0.6683,0.04709,0.142,0.0120828785,0.320539922
841,18437,0.09444987359,1.992798,-68.38593,0.2476318,0.8258972,0.1457077,-0.04907379,-64.255,0.02668,0.02491,0.5270508773,1.18586658,0.804878468,0.7695814942,1.1718,0.9623,0.4573,0.7046,0.04452,0.1507,0.0120651377,0.292160064
842,18455,0.09352964693,0.1177979,-69.94843,0.6226318,0.7946472,0.003520203,-0.01626129,-61.287,0.02629,0.02455,0.6063446933,1.213829858,0.8672747526,0.8289311872,1.2248,0.9507,0.4743,0.7434,0.03679,0.1434,0.0123174544,0.230139986
843,18465,0.1137398405,2.930298,-63.85468,0.08513184,0.5915222,-0.07851105,-0.10923,-60.106,0.02412,0.02252,0.6397347626,1.225604998,1.087284024,1.039078925,1.1905,0.9575,0.4674,0.572,0.06521,0.1524,0.0123106828,0.170214951
844,18493,0.0910006757,1.055298,-66.04218,0.1101318,0.1227722,0.08555145,0.07670746,-64.485,0.02795,0.02609,0.5211577388,1.183788341,0.7701869479,0.7364335974,1.1339,0.97,0.4505,0.6758,0.04926,0.152,0.0123204524,0.287535012
845,18515,0.08637618328,16.52405,-60.65155,0.05388184,0.9587097,0.1320358,0.09037933,-61.552,0.02864,0.02674,0.5990044275,1.211241284,0.7957880728,0.7606267174,1.1117,0.9744,0.4482,0.4906,0.07589,0.149,0.0123097496,0.315735042
846,18557,0.1125219551,9.961548,-63.3078,0.06638184,0.7555847,0.1812546,-0.1338394,-61.011,0.02345,0.02189,0.6140477371,1.216546367,1.051620089,1.005098485,1.2695,0.9408,0.4887,0.5269,0.07139,0.1509,0.0117288427,0.301500022
847,18570,0.1055035554,7.539673,-64.67499,0.02575684,0.6579285,0.1935593,0.124559,-64.455,0.02892,0.02701,0.5219244894,1.184058739,0.8938403492,0.8546632735,1.2051,0.9545,0.4705,0.5519,0.07046,0.1572,0.0122939479,0.349999934
848,18585,0.1212661381,19.41467,-68.73749,0.0007568359,0.1891785,0.1388718,-0.01762848,-64.312,0.02326,0.02172,0.5255872395,1.185350422,1.030167787,0.9850018292,1.3711,0.9228,0.5047,0.5332,0.07405,0.1586,0.0121543212,0.292160034
849,18591,0.1227036861,11.91467,-67.48749,0.1007568,0.5641785,0.1826218,-0.06137848,-61.833,0.02308,0.02154,0.5912796305,1.208517104,1.121460585,1.071953326,1.3575,0.9238,0.5072,0.5394,0.07068,0.1535,0.0119451601,0.306214988
850,18669,0.103719664,8.633423,-68.03436,0.1320068,0.946991,-0.1373001,0.1819809,-63.407,0.0267,0.02493,0.5490775383,1.193634369,0.9063965265,0.866549716,1.1479,0.9674,0.4512,0.6821,0.05006,0.1575,0.0116897076,0.177815035
851,18712,0.1043922827,1.71936,-68.99139,0.1085693,0.1364441,0.1710007,0.1334457,-66.027,0.0295,0.02755,0.4824947758,1.170153694,0.8389104167,0.8023192353,1.2219,0.9523,0.4679,0.6208,0.0596,0.1572,0.0123128006,0.340059966
852,18723,0.1088081413,5.15686,-64.14764,0.04606934,0.1833191,0.1545944,0.1607895,-61.749,0.02694,0.02516,0.5935825579,1.20932924,0.9976092171,0.9535547247,1.2598,0.9429,0.4854,0.5444,0.0686,0.1506,0.0123207308,0.340059996
853,18725,0.08932609072,2.65686,-60.39764,0.1460693,0.5583191,0.1983444,0.1170395,-59.531,0.02607,0.02434,0.65640984,1.23148553,0.8660583839,0.8276084109,1.1773,0.96,0.4662,0.587,0.05862,0.1419,0.012283273,0.350000024
854,18735,0.08534236023,13.90686,-69.77264,0.3960693,0.9958191,-0.08603058,-0.07983551,-61.333,0.02709,0.02529,0.6050666417,1.213379148,0.7892299734,0.7543406241,1.209,0.954,0.4698,0.771,0.03259,0.1423,0.0123204626,0.170214981
855,18745,0.1238365875,0.7818604,-69.46014,0.07106934,0.02706909,-0.009468079,0.01860199,-64.167,0.02455,0.02292,0.5293146503,1.186664908,1.058019328,1.011610788,1.2683,0.9429,0.48,0.5895,0.06599,0.1608,0.012314355,0.230140045
856,18763,0.09473204771,19.68811,-65.00702,0.08981934,0.3942566,0.06436005,0.1252426,-61.737,0.02568,0.02398,0.5939119819,1.209445413,0.8673053403,0.8290052095,1.1967,0.9568,0.4654,0.6546,0.0507,0.1468,0.0122973472,0.287535012
857,18805,0.09841670504,10.62561,-66.72577,0.2523193,0.03488159,0.1245163,-0.1427261,-61.03,0.02406,0.02246,0.6135155344,1.216358684,0.9187220971,0.8780806759,1.2553,0.9453,0.4778,0.6633,0.04843,0.1439,0.0118465116,0.27383998
858,18815,0.0972826159,1.87561,-63.60077,0.002319336,0.4723816,-0.1161087,0.1853989,-63.27,0.02868,0.02678,0.5526813406,1.194905264,0.854798782,0.8172039624,1.0991,0.9772,0.4451,0.6095,0.06163,0.1578,0.0117678382,0.189440072
859,18845,0.08938490633,19.92249,-67.15546,0.1679443,0.1637878,-0.1147415,0.1102036,-61.672,0.02611,0.02437,0.5956982559,1.21007535,0.818072934,0.7819406169,1.1948,0.9568,0.4673,0.7121,0.04174,0.145,0.0119411834,0.189440012
860,18867,0.1132751395,6.484985,-69.49921,0.1554443,0.1169128,-0.09833527,-0.1140152,-62.749,0.02446,0.02284,0.5665049151,1.199780202,1.009160966,0.9647179392,1.2553,0.9452,0.4782,0.6458,0.05468,0.1544,0.0123181241,0.159040049
861,18881,0.09233105333,12.89124,-65.04608,0.1866943,0.4997253,0.1559616,0.08012543,-61.264,0.0249,0.02324,0.606984336,1.214055431,0.8568407741,0.8189583014,1.2113,0.9544,0.4658,0.6571,0.04928,0.1437,0.0122850575,0.320540011
862,18909,0.1179222638,11.01624,-64.73358,0.01169434,0.9684753,-0.05185089,-0.1276871,-64.677,0.02651,0.02476,0.5162640551,1.182062564,0.9914803852,0.9480547028,1.134,0.9693,0.4555,0.4556,0.09179,0.1686,0.0122625502,0.181659982
863,18921,0.1180388939,8.203735,-66.45233,0.09919434,0.9216003,0.1176804,-0.08940582,-62.622,0.02388,0.02229,0.5699035192,1.200978734,1.056020889,1.009498916,1.2389,0.9481,0.4761,0.5144,0.07601,0.1565,0.0120196994,0.27384004
864,18927,0.1164317398,0.7037354,-67.70233,0.1991943,0.2966003,0.1614304,-0.1331558,-61.9,0.02624,0.0245,0.5894465737,1.207870669,1.062654782,1.015746864,1.2943,0.9368,0.49,0.5632,0.0662,0.1516,0.011781605,0.292160094
865,18931,0.09811949191,2.578735,-62.38983,0.02419434,0.7653503,0.01924286,0.09653168,-62.876,0.03089,0.02885,0.5631177489,1.198585705,0.872238408,0.833832499,1.0967,0.9777,0.445,0.5357,0.0728,0.1568,0.0122791165,0.256000012
866,18961,0.1030520497,4.785767,-67.20428,0.007788086,0.1061707,0.1918503,0.08388519,-66.347,0.02985,0.02788,0.4746482201,1.167386575,0.8190295745,0.7833423648,1.2168,0.9528,0.4696,0.5907,0.06477,0.1583,0.01225169,0.340059906
867,18967,0.1049078744,7.285767,-68.45428,0.1077881,0.7311707,0.1481003,0.04013519,-65.512,0.02608,0.02435,0.4952478024,1.174651099,0.8580375359,0.8205534154,1.1907,0.9586,0.4608,0.6208,0.0598,0.1577,0.0122450572,0.310959905
868,18985,0.08640981912,3.223267,-69.54803,0.3452881,0.8405457,0.04419403,-0.05283356,-64.086,0.02814,0.02628,0.5314027929,1.1874013,0.7400675732,0.7075954034,1.164,0.9638,0.4563,0.7597,0.03555,0.148,0.0122446492,0.242935002
869,19007,0.122483822,11.34827,-69.86053,0.02028809,0.1842957,0.1207565,-0.1293961,-65.439,0.02377,0.02219,0.4970682209,1.175293077,1.003750836,0.9598930393,1.3226,0.9324,0.4923,0.5156,0.07816,0.1614,0.0118958978,0.269334942
870,19021,0.09685011991,8.067017,-65.56366,0.03903809,0.3014832,-0.06791534,0.1084946,-63.571,0.02685,0.02507,0.5447802857,1.192118926,0.8428268286,0.8057920152,1.1446,0.9677,0.4529,0.6458,0.05462,0.1542,0.0120939026,0.213500008
871,19059,0.1005719858,1.504517,-66.34491,0.2015381,0.1296082,-0.007759094,0.004588318,-61.75,0.02526,0.02358,0.5935551108,1.209319561,0.9218163854,0.8811113895,1.189,0.9582,0.4649,0.6708,0.049,0.1489,0.0123195965,0.225934938
872,19065,0.09640937416,10.25452,-63.21991,0.05153809,0.3171082,0.1016159,0.02646332,-61.763,0.02521,0.02353,0.5931983673,1.209193754,0.883432822,0.8444235154,1.1801,0.9601,0.4624,0.6083,0.05803,0.1481,0.0122810565,0.28294003
873,19099,0.08900800121,7.832642,-67.24335,0.1171631,0.0007019043,0.1029831,0.126268,-65.045,0.02761,0.02578,0.506949072,1.178777598,0.739496721,0.7071430005,1.1597,0.9651,0.4531,0.6846,0.04749,0.1506,0.0123176631,0.306215078
874,19107,0.100548903,8.770142,-69.5871,0.2296631,0.7975769,0.1303268,-0.09795074,-63.84,0.02517,0.0235,0.5377708893,1.189647034,0.8674852468,0.8293974718,1.2198,0.9529,0.4667,0.6909,0.04661,0.1508,0.0119652944,0.278375059
875,19123,0.1284185003,13.14514,-66.1496,0.004663086,0.5788269,0.07563934,-0.04326324,-62.877,0.02308,0.02154,0.5630911234,1.198576315,1.140130638,1.089939257,1.3128,0.9326,0.4969,0.4844,0.08271,0.1604,0.0122131268,0.260415047
876,19143,0.09572657587,4.863892,-65.60272,0.1359131,0.3366394,0.02368622,0.1508774,-62.449,0.02607,0.02434,0.5745516817,1.202617927,0.8608183065,0.8228756691,1.1632,0.9638,0.4573,0.6633,0.0503,0.1494,0.0122205829,0.269334912
877,19155,0.09484152878,5.488892,-67.79022,0.4109131,0.9303894,0.1877487,0.1399399,-60.988,0.02473,0.02308,0.614692365,1.216773698,0.8864467366,0.8472281128,1.247,0.9469,0.4761,0.6934,0.04357,0.1421,0.012308157,0.350000054
878,19163,0.1173358578,1.738892,-64.66522,0.06091309,0.8678894,0.1658737,-0.01318512,-63.13,0.02711,0.02531,0.5563773682,1.196208683,1.035104216,0.9895631342,1.2247,0.9504,0.4755,0.5044,0.07885,0.1591,0.0121122394,0.306214988
879,19183,0.1191768285,18.92639,-66.69647,0.04841309,0.7585144,-0.01459503,-0.02959137,-62.55,0.02352,0.02195,0.5718354021,1.20166002,1.066595806,1.019598945,1.2451,0.9471,0.4762,0.5432,0.07206,0.1577,0.0123189436,0.217614934
880,19209,0.09540248277,1.465454,-61.59882,0.04997559,0.5417175,0.0804245,0.1310532,-61.369,0.02953,0.02758,0.6040675724,1.213026822,0.8839350661,0.8448593372,1.131,0.9701,0.454,0.5532,0.06697,0.1499,0.0123050082,0.296815008
881,19239,0.1128359306,14.90295,-64.25507,0.03747559,0.7448425,0.05308075,-0.005665588,-61.944,0.02386,0.02228,0.588244603,1.20744679,1.028212287,0.9828335706,1.2168,0.9522,0.4731,0.5156,0.07508,0.155,0.0122941909,0.256000072
882,19283,0.1054773883,3.184204,-64.95819,0.1062256,0.48703,-0.04262238,0.1939438,-61.384,0.02526,0.02358,0.6036515896,1.212880124,0.9763479263,0.9331939151,1.1754,0.961,0.4619,0.6233,0.05713,0.1516,0.0119976345,0.234375119
883,19295,0.09037766597,16.9342,-69.33319,0.2562256,0.67453,0.1105026,-0.09043121,-63.272,0.026,0.02427,0.5526286379,1.194886678,0.7924724896,0.757621632,1.2172,0.9535,0.4659,0.7247,0.04014,0.1458,0.0120336181,0.269335032
884,19297,0.1070851177,13.4967,-67.61444,0.09372559,0.752655,0.1706589,0.1666,-64.352,0.02461,0.02297,0.5245613737,1.184988646,0.9093590439,0.8694935018,1.2368,0.9492,0.4723,0.5432,0.07093,0.1553,0.0123207467,0.350000024
885,19304,0.09838457207,9.746704,-69.48944,0.04372559,0.440155,0.01753387,0.144725,-67.601,0.02848,0.02659,0.4444493686,1.15673683,0.7458911361,0.7135270362,1.1402,0.9692,0.448,0.6721,0.05318,0.1622,0.0122188516,0.264860004
886,19323,0.1167783434,17.8717,-63.55194,0.01872559,0.908905,-0.03715363,0.02441254,-62.216,0.02444,0.02281,0.580846148,1.204837695,1.055512052,1.008961174,1.1895,0.9574,0.469,0.4643,0.08562,0.1598,0.0122885192,0.217615053
887,19353,0.1201820515,0.2935791,-66.95038,0.1531006,0.7253113,-0.03578644,-0.07812653,-61.312,0.02419,0.02258,0.6056498962,1.213584835,1.114242231,1.064986216,1.2177,0.9526,0.47,0.592,0.0632,0.1549,0.0123036755,0.197339982
888,19359,0.118618995,7.793579,-68.20038,0.05310059,0.1003113,0.007963562,-0.1218765,-63.249,0.02371,0.02213,0.5532348842,1.195100474,1.041863351,0.9960443174,1.2745,0.9413,0.4831,0.5882,0.06452,0.1567,0.0121736508,0.213499978
889,19377,0.09219385886,16.23108,-65.85663,0.06560059,0.1784363,-0.04125519,0.09140472,-62.935,0.02623,0.02449,0.5615480492,1.198032144,0.8164359846,0.7804972377,1.1705,0.9623,0.4591,0.6796,0.04788,0.1494,0.0121899405,0.225934997
890,19383,0.100929183,13.73108,-69.60663,0.1656006,0.5534363,0.002494812,0.04765472,-63.843,0.02535,0.02367,0.5376929894,1.189619563,0.8700858182,0.8318843764,1.2167,0.9537,0.4649,0.6834,0.04819,0.1522,0.0123048527,0.23864004
891,19387,0.09340442834,7.481079,-63.98163,0.2156006,0.3659363,0.06811981,-0.06172028,-59.85,0.02491,0.02326,0.6471239134,1.228210812,0.8981726491,0.8583273136,1.1888,0.9584,0.464,0.6746,0.04645,0.1427,0.012190246,0.251615077
892,19435,0.1052364213,19.19983,-67.6535,0.1843506,0.8581238,0.08179169,0.03398285,-60.821,0.02374,0.02216,0.6193855411,1.218428765,0.9863680705,0.9427127575,1.2553,0.9457,0.476,0.6458,0.0521,0.1471,0.012304564,0.27837503
893,19437,0.09220292604,11.69983,-66.4035,0.08435059,0.4831238,0.03804169,0.07773285,-64.238,0.02733,0.02552,0.5274878067,1.186020665,0.7859123548,0.751444481,1.1433,0.9684,0.4496,0.6746,0.04955,0.1523,0.0123097999,0.264859945
894,19463,0.08939016652,0.869751,-61.9162,0.06130371,0.1701355,0.1831345,0.1906967,-62.171,0.0303,0.0283,0.5820663864,1.205268017,0.8106064677,0.7748461267,1.1597,0.9639,0.4608,0.5857,0.06098,0.1472,0.0123206656,0.360059917
895,19469,0.0881107654,12.11975,-67.5412,0.2113037,0.3576355,-0.1012405,-0.1374283,-62.411,0.02686,0.02508,0.5755755543,1.202978999,0.7920402832,0.7571245943,1.1703,0.9623,0.4592,0.7334,0.0391,0.1467,0.0123056518,0.151740029
896,19507,0.1032802435,18.68225,-69.25995,0.04880371,0.2170105,0.01360321,0.119603,-65.299,0.02531,0.02363,0.5005683951,1.176527427,0.8493872631,0.8122567562,1.2279,0.9514,0.4682,0.6496,0.05473,0.1562,0.0122455927,0.260414898
897,19527,0.1209330487,9.463501,-69.96307,0.1175537,0.959198,0.08743134,-0.03078766,-64.752,0.02439,0.02276,0.5143587728,1.181390659,1.013816055,0.9694241277,1.2337,0.9503,0.4693,0.5645,0.07041,0.1617,0.0122167999,0.264860123
898,19537,0.09815735975,15.0885,-69.65057,0.2425537,0.052948,0.1639938,-0.1073502,-63.41,0.02465,0.02301,0.5489987663,1.19360659,0.8574381055,0.819746105,1.2894,0.9394,0.482,0.6333,0.05398,0.1472,0.0118533233,0.292160094
899,19549,0.09614726193,3.838501,-64.02557,0.1925537,0.865448,-0.1203812,0.1332748,-59.546,0.02658,0.02482,0.6559712261,1.231330851,0.9312429274,0.8899000059,1.1423,0.968,0.4536,0.6946,0.0449,0.147,0.0118668349,0.185534924
900,19558,0.1109377426,7.901001,-69.18182,0.05505371,0.818573,-0.1039749,0.1606186,-66.519,0.02743,0.02561,0.4704547897,1.165907745,0.875661348,0.8375293373,1.1349,0.9702,0.4478,0.6258,0.06287,0.168,0.0118668899,0.197339982
901,19561,0.09715308145,16.651,-67.30682,0.1050537,0.756073,0.04915009,0.1824936,-63.916,0.02618,0.02444,0.5357992589,1.188951731,0.8357710276,0.7990830918,1.168,0.9634,0.4544,0.6708,0.05032,0.1529,0.0122195501,0.287535012
902,19567,0.1190086571,14.151,-68.55682,0.005053711,0.381073,0.09290009,0.1387436,-65.35,0.02408,0.02248,0.4992919632,1.176077289,0.9780937872,0.9353447139,1.2792,0.9408,0.4824,0.5094,0.07933,0.1617,0.0123080257,0.301499963
903,19583,0.1109010247,8.526001,-66.99432,0.2300537,0.224823,0.1475876,0.1059311,-60.199,0.02319,0.02165,0.6370640882,1.224663174,1.057005918,1.010154781,1.3136,0.9328,0.4954,0.5945,0.05916,0.1459,0.0123103792,0.325374931
904,19641,0.1038046307,14.22913,-69.22089,0.1269287,0.1740417,-0.07799835,0.07448578,-63.317,0.02476,0.02312,0.5514435535,1.194468754,0.9087318043,0.8687740652,1.2386,0.9489,0.4726,0.6683,0.05059,0.1525,0.0121345185,0.205360115
905,19647,0.09072717721,16.72913,-65.47089,0.02692871,0.5490417,-0.1217484,0.03073578,-64.186,0.02841,0.02653,0.5288254566,1.186492392,0.7733615879,0.739438554,1.1094,0.9752,0.4453,0.6621,0.05233,0.1549,0.0121036666,0.173999995
906,19659,0.1167685834,5.010376,-66.17401,0.1081787,0.3068542,0.1325485,-0.1196548,-61.524,0.02325,0.0217,0.5997774492,1.211513893,1.076641536,1.029074913,1.2923,0.9369,0.4908,0.5494,0.06823,0.1514,0.011895597,0.278375
907,19685,0.104311534,18.44788,-68.51776,0.1206787,0.4787292,0.1817673,0.0936264,-63.784,0.02411,0.0225,0.5392261169,1.190160226,0.9008932254,0.8613335462,1.2946,0.9382,0.4839,0.587,0.06245,0.1512,0.0122744758,0.335134953
908,19743,0.09282843805,2.861938,-66.31073,0.09411621,0.7267761,0.07034149,0.06833344,-65.173,0.02926,0.02732,0.5037286931,1.177641919,0.768275161,0.7346745766,1.1014,0.9771,0.4421,0.6708,0.05155,0.1566,0.0123209562,0.27837491
909,19745,0.09820829169,6.299438,-65.52948,0.2566162,0.8361511,0.1851852,-0.03557281,-60.665,0.02435,0.02273,0.6237897709,1.219981934,0.925736038,0.8847473692,1.2284,0.9503,0.4735,0.6358,0.05246,0.144,0.0120128719,0.310959935
910,19751,0.09594875191,3.799438,-69.27948,0.3566162,0.4611511,0.1414352,0.008177185,-63.171,0.02539,0.02371,0.5552935602,1.195826474,0.8447312509,0.8075720699,1.2261,0.9513,0.4699,0.7059,0.04319,0.1469,0.0122017739,0.301499963
911,19779,0.1055796325,9.893188,-65.9201,0.05036621,0.9220886,-0.008955383,0.03825531,-64.701,0.02722,0.02541,0.5156539806,1.181847419,0.8870117848,0.8481639449,1.1123,0.9747,0.4452,0.5807,0.06796,0.1621,0.012302978,0.234375015
912,19781,0.1073451097,2.393188,-69.6701,0.1503662,0.2970886,-0.05270538,0.08200531,-64.574,0.02596,0.02423,0.518886412,1.182987349,0.9053746266,0.8657085641,1.1997,0.9566,0.4641,0.6621,0.0531,0.1572,0.0121815307,0.2176148
913,19788,0.09867315263,16.14319,-67.7951,0.1003662,0.9845886,0.1441696,0.06013031,-65.467,0.02686,0.02508,0.4963696009,1.175046706,0.8077839015,0.772489679,1.1504,0.9672,0.4493,0.6333,0.05757,0.157,0.0122754555,0.310959995
914,19821,0.1206520186,16.45569,-68.26385,0.06286621,0.8439636,-0.02536163,-0.08752594,-63.871,0.02407,0.02247,0.5369662106,1.189363261,1.038960089,0.993349091,1.2248,0.9515,0.4699,0.5582,0.07133,0.1614,0.0122843711,0.201335028
915,19831,0.1052667584,12.08069,-62.95135,0.03786621,0.9377136,0.1605759,0.09841156,-63.091,0.0261,0.02437,0.5574093878,1.196572629,0.9295043174,0.8886058218,1.1787,0.9595,0.4673,0.5056,0.07737,0.1565,0.0122974673,0.330239922
916,19841,0.09828465489,0.4400635,-69.08417,0.4534912,0.09786987,-0.004853821,0.1872787,-61.613,0.02557,0.02388,0.5973224192,1.210648117,0.9037355899,0.8638138871,1.2237,0.9512,0.4725,0.7171,0.04128,0.146,0.0121075353,0.255999923
917,19859,0.1026122295,2.315063,-67.52167,0.07849121,0.004119873,0.1154587,0.1544662,-64.943,0.02904,0.02712,0.50952252,1.179685135,0.8555403234,0.8180973008,1.2007,0.9562,0.4651,0.6195,0.05902,0.1551,0.0123118861,0.315734982
918,19861,0.09387416091,9.815063,-66.27167,0.1784912,0.6291199,0.1592087,0.1982162,-62.718,0.02545,0.02376,0.5673334369,1.200072384,0.8375000883,0.800612518,1.1969,0.9574,0.462,0.6658,0.04917,0.1471,0.0123129319,0.350000113
919,19913,0.09193800743,3.096313,-65.88104,0.1722412,0.9650574,-0.1005569,0.1681381,-62.304,0.02834,0.02646,0.5784641915,1.203997689,0.8300844472,0.7934803335,1.111,0.975,0.4447,0.7259,0.04165,0.152,0.0118629299,0.197340041
920,19943,0.1049854652,10.90881,-68.22479,0.1597412,0.7619324,-0.1169632,-0.04514313,-62.249,0.02519,0.02351,0.5799522505,1.204522459,0.9480378454,0.9062291111,1.1957,0.9574,0.4629,0.6746,0.04967,0.1526,0.0122641837,0.162735045
921,19993,0.09133399795,14.99084,-66.86737,0.04645996,0.5773621,-0.1473831,0.1725815,-64.913,0.02863,0.02673,0.5102806398,1.179952489,0.7606408889,0.7273483277,1.1126,0.9746,0.445,0.6834,0.04959,0.1566,0.0116669917,0.174000025
