percentile,tr_ae,tr_se,tr_ape,va_ae,va_se,va_ape,te_ae,te_se,te_ape
59,1.381953e-01,1.909795e-02,2.200734e-01,1.807184e-01,3.265914e-02,2.876914e-01,1.810255e-01,3.277022e-02,2.935610e-01
60,1.411629e-01,1.992696e-02,2.258070e-01,1.850876e-01,3.425744e-02,2.936366e-01,1.841484e-01,3.391065e-02,2.995793e-01
61,1.443878e-01,2.084784e-02,2.297659e-01,1.883006e-01,3.545727e-02,2.999680e-01,1.885493e-01,3.555083e-02,3.043490e-01
62,1.477303e-01,2.182423e-02,2.363543e-01,1.930095e-01,3.725283e-02,3.074764e-01,1.920709e-01,3.689124e-02,3.091417e-01
63,1.515952e-01,2.298109e-02,2.426923e-01,1.978030e-01,3.912604e-02,3.167290e-01,1.970781e-01,3.883978e-02,3.165181e-01
64,1.555502e-01,2.419588e-02,2.487916e-01,2.030542e-01,4.123102e-02,3.264708e-01,2.002708e-01,4.010841e-02,3.242007e-01
65,1.606583e-01,2.581108e-02,2.556143e-01,2.097389e-01,4.399045e-02,3.330531e-01,2.049564e-01,4.200714e-02,3.304478e-01
66,1.638243e-01,2.683841e-02,2.607334e-01,2.134937e-01,4.557955e-02,3.443959e-01,2.094334e-01,4.386246e-02,3.361265e-01
67,1.675719e-01,2.808034e-02,2.668006e-01,2.168845e-01,4.703888e-02,3.481878e-01,2.147802e-01,4.613056e-02,3.462772e-01
68,1.713957e-01,2.937650e-02,2.736601e-01,2.220110e-01,4.928892e-02,3.578339e-01,2.187459e-01,4.784979e-02,3.527253e-01
69,1.748230e-01,3.056308e-02,2.791512e-01,2.276208e-01,5.181127e-02,3.658392e-01,2.234260e-01,4.991917e-02,3.588466e-01
70,1.785034e-01,3.186347e-02,2.846707e-01,2.329903e-01,5.428456e-02,3.728490e-01,2.278290e-01,5.190604e-02,3.666486e-01
71,1.818658e-01,3.307519e-02,2.905187e-01,2.378091e-01,5.655319e-02,3.816645e-01,2.318927e-01,5.377433e-02,3.735295e-01
72,1.862611e-01,3.469321e-02,2.977218e-01,2.444833e-01,5.977211e-02,3.910839e-01,2.371646e-01,5.624706e-02,3.838591e-01
73,1.914397e-01,3.664915e-02,3.042622e-01,2.508525e-01,6.292698e-02,3.979050e-01,2.435463e-01,5.931481e-02,3.938646e-01
74,1.959001e-01,3.837685e-02,3.120306e-01,2.575040e-01,6.630836e-02,4.101828e-01,2.489009e-01,6.195167e-02,4.042555e-01
75,2.007790e-01,4.031219e-02,3.192073e-01,2.637482e-01,6.956310e-02,4.178894e-01,2.570229e-01,6.606109e-02,4.126489e-01
76,2.051265e-01,4.207688e-02,3.270757e-01,2.682596e-01,7.196324e-02,4.297074e-01,2.628777e-01,6.910497e-02,4.241634e-01
77,2.095619e-01,4.391620e-02,3.348552e-01,2.768776e-01,7.666123e-02,4.383484e-01,2.684953e-01,7.208971e-02,4.353983e-01
78,2.139313e-01,4.576659e-02,3.415198e-01,2.824353e-01,7.976990e-02,4.465304e-01,2.736140e-01,7.486471e-02,4.460703e-01
79,2.178452e-01,4.745651e-02,3.499258e-01,2.871124e-01,8.243365e-02,4.636474e-01,2.835951e-01,8.042624e-02,4.524447e-01
80,2.239639e-01,5.015984e-02,3.568090e-01,2.959038e-01,8.755911e-02,4.728952e-01,2.887711e-01,8.338873e-02,4.642172e-01
81,2.294180e-01,5.263267e-02,3.652737e-01,3.032190e-01,9.194176e-02,4.843924e-01,2.955648e-01,8.735864e-02,4.760935e-01
82,2.342007e-01,5.484999e-02,3.749910e-01,3.116930e-01,9.715251e-02,4.928107e-01,3.014899e-01,9.089633e-02,4.860566e-01
83,2.394505e-01,5.733656e-02,3.835549e-01,3.171674e-01,1.005952e-01,5.097745e-01,3.102399e-01,9.624879e-02,4.972440e-01
84,2.461665e-01,6.059796e-02,3.941939e-01,3.329715e-01,1.108700e-01,5.323742e-01,3.189656e-01,1.017391e-01,5.097978e-01
85,2.525856e-01,6.379949e-02,4.038405e-01,3.468033e-01,1.202728e-01,5.534092e-01,3.261887e-01,1.063990e-01,5.229800e-01
86,2.601357e-01,6.767056e-02,4.163557e-01,3.569743e-01,1.274307e-01,5.633998e-01,3.351500e-01,1.123255e-01,5.444159e-01
87,2.675940e-01,7.160655e-02,4.293989e-01,3.651010e-01,1.332988e-01,5.842684e-01,3.472150e-01,1.205595e-01,5.570451e-01
88,2.761752e-01,7.627276e-02,4.408543e-01,3.777039e-01,1.426602e-01,6.006250e-01,3.604152e-01,1.298992e-01,5.867263e-01
89,2.847447e-01,8.107956e-02,4.552038e-01,3.909041e-01,1.528076e-01,6.282594e-01,3.735300e-01,1.395247e-01,6.023276e-01
90,2.939873e-01,8.642854e-02,4.697607e-01,4.072937e-01,1.658882e-01,6.493095e-01,3.913383e-01,1.531457e-01,6.316070e-01
91,3.028783e-01,9.173525e-02,4.836072e-01,4.269501e-01,1.822864e-01,6.800614e-01,4.053965e-01,1.643465e-01,6.534528e-01
92,3.139752e-01,9.858057e-02,5.033163e-01,4.407132e-01,1.942281e-01,7.070016e-01,4.154663e-01,1.726123e-01,6.749202e-01
93,3.274936e-01,1.072521e-01,5.229352e-01,4.569286e-01,2.087838e-01,7.292067e-01,4.311481e-01,1.858889e-01,6.990666e-01
94,3.405341e-01,1.159635e-01,5.443281e-01,4.807436e-01,2.311146e-01,7.651642e-01,4.577631e-01,2.095470e-01,7.432092e-01
95,3.566719e-01,1.272148e-01,5.696671e-01,5.130043e-01,2.631735e-01,8.199760e-01,4.796753e-01,2.300884e-01,7.867247e-01
96,3.783189e-01,1.431252e-01,6.040856e-01,5.430023e-01,2.948560e-01,8.708310e-01,5.202425e-01,2.706536e-01,8.406220e-01
97,4.081915e-01,1.666203e-01,6.502930e-01,5.774841e-01,3.334891e-01,9.251190e-01,5.744383e-01,3.299801e-01,9.178212e-01
98,4.479987e-01,2.007028e-01,7.186010e-01,6.370973e-01,4.058944e-01,1.020993e+00,6.955318e-01,4.837649e-01,1.089305e+00
99,5.094324e-01,2.595216e-01,8.084103e-01,7.977402e-01,6.364192e-01,1.280076e+00,8.180142e-01,6.692313e-01,1.322566e+00
100,1.147770e+00,1.317376e+00,1.901950e+00,1.487560e+00,2.212836e+00,2.370236e+00,1.917290e+00,3.676000e+00,3.163270e+00
