set,mae_y,mse_y,mae_of,mape_of,mse_of,r2_of
tr,0.008084808476269245,0.00011923310376005247,0.002996552735567093,0.011860844679176807,1.63795193657279e-05,0.9957766532897949
va,0.009921162389218807,0.0002017828810494393,0.003677177941426635,0.014631866477429867,2.771970503090415e-05,0.993054986000061
te,0.010110236704349518,0.00022879445168655366,0.003747257636860013,0.015095137991011143,3.14303943014238e-05,0.991309404373169
