percentile,tr_ae,tr_se,tr_ape,va_ae,va_se,va_ape,te_ae,te_se,te_ape
63,6.064560e-03,3.677889e-05,8.973474e-01,8.268440e-03,6.836710e-05,1.233402e+00,8.378028e-03,7.019137e-05,1.193759e+00
64,6.185167e-03,3.825629e-05,9.162000e-01,8.444390e-03,7.130773e-05,1.267823e+00,8.584104e-03,7.368685e-05,1.228906e+00
65,6.348383e-03,4.030198e-05,9.367272e-01,8.730888e-03,7.622842e-05,1.287940e+00,8.780694e-03,7.710061e-05,1.250564e+00
66,6.476700e-03,4.194765e-05,9.569155e-01,8.924923e-03,7.965425e-05,1.310468e+00,8.944981e-03,8.001269e-05,1.272331e+00
67,6.630421e-03,4.396248e-05,9.763257e-01,9.124353e-03,8.325382e-05,1.333350e+00,9.220101e-03,8.501031e-05,1.298943e+00
68,6.780984e-03,4.598175e-05,9.983716e-01,9.306045e-03,8.660247e-05,1.374730e+00,9.434845e-03,8.901631e-05,1.333663e+00
69,6.945639e-03,4.824191e-05,1.020289e+00,9.441295e-03,8.913808e-05,1.397900e+00,9.652220e-03,9.316535e-05,1.367216e+00
70,7.117200e-03,5.065453e-05,1.043135e+00,9.802735e-03,9.609385e-05,1.437946e+00,9.903729e-03,9.808392e-05,1.398270e+00
71,7.258770e-03,5.268975e-05,1.064240e+00,1.001588e-02,1.003179e-04,1.476195e+00,1.010473e-02,1.021055e-04,1.435752e+00
72,7.439718e-03,5.534941e-05,1.092335e+00,1.023564e-02,1.047684e-04,1.505672e+00,1.032125e-02,1.065283e-04,1.475552e+00
73,7.628515e-03,5.819424e-05,1.115470e+00,1.041869e-02,1.085491e-04,1.534571e+00,1.058498e-02,1.120419e-04,1.502262e+00
74,7.842724e-03,6.150833e-05,1.136436e+00,1.062583e-02,1.129084e-04,1.579723e+00,1.088503e-02,1.184839e-04,1.531542e+00
75,8.017540e-03,6.428095e-05,1.163577e+00,1.085484e-02,1.178276e-04,1.619323e+00,1.115710e-02,1.244808e-04,1.559480e+00
76,8.206272e-03,6.734290e-05,1.201316e+00,1.101101e-02,1.212424e-04,1.651102e+00,1.148205e-02,1.318374e-04,1.596582e+00
77,8.402469e-03,7.060149e-05,1.236212e+00,1.146982e-02,1.315567e-04,1.673186e+00,1.187002e-02,1.408975e-04,1.637314e+00
78,8.633301e-03,7.453390e-05,1.264291e+00,1.177963e-02,1.387601e-04,1.712843e+00,1.209623e-02,1.463189e-04,1.694620e+00
79,8.799000e-03,7.742242e-05,1.293771e+00,1.201120e-02,1.442690e-04,1.764472e+00,1.236258e-02,1.528334e-04,1.726987e+00
80,8.987784e-03,8.078027e-05,1.326832e+00,1.225464e-02,1.501764e-04,1.807230e+00,1.269422e-02,1.611431e-04,1.774843e+00
