set,mae_y,mse_y,mae_of,mape_of,mse_of,r2_of
tr,0.015520901419222355,0.0004489472194109112,0.019233502447605133,0.014134852215647697,0.0006894108955748379,0.9772951602935791
va,0.022624554112553596,0.0012501159217208624,0.02803635038435459,0.020208368077874184,0.0019196986686438322,0.9400579929351807
te,0.02707699127495289,0.001860633841715753,0.03355380520224571,0.023437440395355225,0.0028572201263159513,0.9242492914199829
