percentile,tr_ae,tr_se,tr_ape,va_ae,va_se,va_ape,te_ae,te_se,te_ape
43,1.363255e-01,1.858464e-02,1.110622e+00,1.624258e-01,2.638218e-02,1.262794e+00,1.499060e-01,2.247183e-02,1.288692e+00
44,1.401089e-01,1.963050e-02,1.140187e+00,1.659099e-01,2.752616e-02,1.299319e+00,1.525237e-01,2.326348e-02,1.326998e+00
45,1.438091e-01,2.068107e-02,1.170043e+00,1.712198e-01,2.931625e-02,1.341142e+00,1.557430e-01,2.425591e-02,1.357223e+00
46,1.477625e-01,2.183376e-02,1.200441e+00,1.762753e-01,3.107308e-02,1.398319e+00,1.606398e-01,2.580516e-02,1.399094e+00
47,1.518644e-01,2.306279e-02,1.240639e+00,1.819072e-01,3.309023e-02,1.421294e+00,1.648388e-01,2.717183e-02,1.444904e+00
48,1.550875e-01,2.405215e-02,1.273056e+00,1.879247e-01,3.531569e-02,1.451336e+00,1.676025e-01,2.809061e-02,1.475713e+00
49,1.586568e-01,2.517200e-02,1.302659e+00,1.934068e-01,3.740642e-02,1.490252e+00,1.700471e-01,2.891608e-02,1.536335e+00
50,1.640387e-01,2.690868e-02,1.333239e+00,1.965675e-01,3.863880e-02,1.534853e+00,1.742420e-01,3.036028e-02,1.572099e+00
51,1.672741e-01,2.798061e-02,1.367486e+00,2.010377e-01,4.041623e-02,1.563992e+00,1.789467e-01,3.202194e-02,1.614308e+00
52,1.709112e-01,2.921063e-02,1.400204e+00,2.057702e-01,4.234137e-02,1.593280e+00,1.835330e-01,3.368436e-02,1.663047e+00
53,1.753350e-01,3.074235e-02,1.436071e+00,2.112807e-01,4.463956e-02,1.625578e+00,1.872368e-01,3.505764e-02,1.702833e+00
54,1.805860e-01,3.261131e-02,1.469853e+00,2.151686e-01,4.629754e-02,1.660692e+00,1.933254e-01,3.737472e-02,1.750860e+00
55,1.850903e-01,3.425840e-02,1.509618e+00,2.199787e-01,4.839065e-02,1.683088e+00,1.982250e-01,3.929314e-02,1.812380e+00
56,1.889854e-01,3.571550e-02,1.546485e+00,2.256229e-01,5.090584e-02,1.733673e+00,2.023913e-01,4.096224e-02,1.857439e+00
57,1.929167e-01,3.721688e-02,1.580514e+00,2.319755e-01,5.381262e-02,1.792363e+00,2.069830e-01,4.284206e-02,1.899230e+00
58,1.980974e-01,3.924257e-02,1.612023e+00,2.369651e-01,5.615246e-02,1.813758e+00,2.124802e-01,4.514794e-02,1.971818e+00
59,2.020544e-01,4.082597e-02,1.646262e+00,2.410288e-01,5.809535e-02,1.855924e+00,2.174790e-01,4.729713e-02,2.036605e+00
60,2.071550e-01,4.291321e-02,1.676888e+00,2.476603e-01,6.133563e-02,1.898897e+00,2.217201e-01,4.915984e-02,2.077735e+00
61,2.114980e-01,4.473142e-02,1.716259e+00,2.504682e-01,6.273433e-02,1.956177e+00,2.269979e-01,5.152805e-02,2.108778e+00
62,2.164041e-01,4.683074e-02,1.751822e+00,2.563551e-01,6.571800e-02,1.991174e+00,2.320731e-01,5.385794e-02,2.170944e+00
63,2.215000e-01,4.906226e-02,1.790167e+00,2.630603e-01,6.920072e-02,2.059958e+00,2.382285e-01,5.675281e-02,2.227100e+00
64,2.260743e-01,5.110957e-02,1.837972e+00,2.686036e-01,7.214788e-02,2.099058e+00,2.450222e-01,6.003590e-02,2.280631e+00
65,2.310959e-01,5.340531e-02,1.878364e+00,2.715363e-01,7.373194e-02,2.157644e+00,2.508142e-01,6.290775e-02,2.351519e+00
