set,mae_y,mse_y,mae_of,mape_of,mse_of,r2_of
tr,0.019069144502282143,0.000617142824921757,0.005694471299648285,0.008341964334249496,5.503387365024537e-05,0.986099362373352
va,0.026278045028448105,0.001258993986994028,0.007847210392355919,0.01145777478814125,0.00011227111099287868,0.9692866206169128
te,0.026821758598089218,0.0013870603870600462,0.008009574376046658,0.011318489909172058,0.00012369143951218575,0.9669573903083801
