set,mae_y,mse_y,mae_of,mape_of,mse_of,r2_of
tr,0.007155627477914095,8.974938828032464e-05,0.3153250217437744,0.020553959533572197,0.17428214848041534,0.9974615573883057
va,0.007984441705048084,0.00010726956679718569,0.35184818506240845,0.02019542269408703,0.20830416679382324,0.9970221519470215
te,0.007692583370953798,9.853075607679784e-05,0.33898690342903137,0.020901812240481377,0.19133445620536804,0.9968668222427368
