set,mae_y,mse_y,mae_of,mape_of,mse_of,r2_of
tr,0.021494746208190918,0.0011534763034433126,0.003144251648336649,0.04883766174316406,2.4681903596501797e-05,0.9563055634498596
va,0.029404452070593834,0.0026074927300214767,0.0043012835085392,0.06149544194340706,5.579472053796053e-05,0.9083601236343384
te,0.03272207826375961,0.004067175555974245,0.004786585457623005,0.06531257182359695,8.702876948518679e-05,0.8482284545898438
