set,mae_y,mse_y,mae_of,mape_of,mse_of,r2_of
tr,0.036927297711372375,0.0025452361442148685,0.1285439282655716,0.1319420486688614,0.030841553583741188,0.9216152429580688
va,0.052231382578611374,0.005889375228434801,0.1818174421787262,0.21815933287143707,0.07136369496583939,0.8285192847251892
te,0.05884920433163643,0.007395131513476372,0.2048540860414505,0.2187076359987259,0.08960948884487152,0.7581488490104675
