percentile,tr_ae,tr_se,tr_ape,va_ae,va_se,va_ape,te_ae,te_se,te_ape
81,1.068215e-02,1.141083e-04,6.494751e-01,1.396307e-02,1.949674e-04,8.575373e-01,1.369615e-02,1.875845e-04,8.287278e-01
82,1.092179e-02,1.192855e-04,6.672975e-01,1.425601e-02,2.032339e-04,8.783619e-01,1.405935e-02,1.976654e-04,8.471119e-01
83,1.125029e-02,1.265691e-04,6.821484e-01,1.481074e-02,2.193580e-04,8.977231e-01,1.461629e-02,2.136361e-04,8.707589e-01
84,1.157541e-02,1.339901e-04,6.982187e-01,1.530443e-02,2.342273e-04,9.203156e-01,1.514844e-02,2.294752e-04,8.952487e-01
85,1.187298e-02,1.409677e-04,7.191755e-01,1.589379e-02,2.526127e-04,9.497929e-01,1.567712e-02,2.457727e-04,9.283386e-01
86,1.214520e-02,1.475059e-04,7.413168e-01,1.649656e-02,2.721365e-04,9.759229e-01,1.609809e-02,2.591486e-04,9.514635e-01
87,1.247626e-02,1.556571e-04,7.587498e-01,1.703494e-02,2.901931e-04,1.012755e+00,1.658997e-02,2.752273e-04,9.882200e-01
88,1.293772e-02,1.673845e-04,7.799298e-01,1.764164e-02,3.112293e-04,1.048487e+00,1.703555e-02,2.902099e-04,1.019984e+00
89,1.339522e-02,1.794320e-04,8.040509e-01,1.843076e-02,3.396931e-04,1.093225e+00,1.759816e-02,3.096955e-04,1.064143e+00
90,1.379991e-02,1.904374e-04,8.289944e-01,1.903641e-02,3.623850e-04,1.121575e+00,1.850121e-02,3.422948e-04,1.105127e+00
91,1.439299e-02,2.071581e-04,8.579084e-01,1.947528e-02,3.792873e-04,1.170709e+00,1.936218e-02,3.748941e-04,1.146820e+00
92,1.487918e-02,2.213901e-04,8.919217e-01,2.054403e-02,4.220573e-04,1.216708e+00,2.003111e-02,4.012453e-04,1.195881e+00
93,1.567351e-02,2.456591e-04,9.332341e-01,2.138424e-02,4.572860e-04,1.280582e+00,2.122078e-02,4.503221e-04,1.248001e+00
94,1.643260e-02,2.700302e-04,9.806054e-01,2.227012e-02,4.959588e-04,1.332629e+00,2.240904e-02,5.021650e-04,1.303890e+00
95,1.725347e-02,2.976822e-04,1.040856e+00,2.389948e-02,5.711925e-04,1.389145e+00,2.329147e-02,5.424932e-04,1.349240e+00
96,1.853255e-02,3.434556e-04,1.103208e+00,2.549544e-02,6.500178e-04,1.491367e+00,2.444162e-02,5.973930e-04,1.427361e+00
97,1.984521e-02,3.938325e-04,1.176215e+00,2.796628e-02,7.821148e-04,1.637968e+00,2.650739e-02,7.026419e-04,1.575938e+00
98,2.190526e-02,4.798402e-04,1.299355e+00,3.089777e-02,9.546724e-04,1.819120e+00,3.053165e-02,9.322719e-04,1.793523e+00
99,2.606943e-02,6.796298e-04,1.546813e+00,3.745404e-02,1.403392e-03,2.187295e+00,3.743695e-02,1.401535e-03,2.171881e+00
100,5.253303e-02,2.759719e-03,3.055736e+00,8.069718e-02,6.512035e-03,4.203200e+00,1.110196e-01,1.232535e-02,6.078179e+00
