#CASE,DOF_ALFAIN_BC_,DOF_PITCH_BC_,DOF_RE2IS_BC_,DOF_MA2IS_BC_,DOF_ARATIO_BC_,DOF_BETA1_G0_,DOF_BETA2_G0_,DOF_W1_G0_,DOF_W2_G0_,DOF_RTE_G1_,DOF_TMAXU_G1_,DOF_TMAXL_G1_,DOF_TMOVXU_G1_,DOF_TMOVXL_G1_,DOF_TUCP2_G2_,DOF_TUCP3_G2_,DOF_SUCP3_G2_,DOF_TUCP5_G2_,DOF_SUCP5_G2_,DOF_TLCP5_G2_,DOF_SLCP5_G2_,OF_alfa_ex_FL_OP_01,OF_Cpt_FL_OP_01,OF_CSI_FL_OP_01,OF_phi_FL_OP_01,OF_psi_FL_OP_01,OF_Zwc_FL_OP_01,OF_DFss_mis_LO_OP_01,OF_Ds_cp_LO_OP_01,OF_Tmax_GM_OP_01,OF_X_Tmax_GM_OP_01,OF_Wedge_TE_GM_OP_01,OF_UGT_GM_OP_01,OF_Area_GM_OP_01
38611,25,0.07,180000,0.7,1.1,24.1845738,-66.4165,0.2277344,0.6782227,0.001031982,0.008024414,0.007362061,0.02038574,0.1851318,0.3465039,0.8443652,0.167832,0.3010254,0.6966553,0.456543,0.5596924,-61.961,0.04904,0.04368,0.6915425299,1.596938716,1.276198083,1.3533,0.7537,0.0134330653,0.292160124,5.23549986,24.7330494,0.00110708852
38774,22.074,0.106885894,250550.0,0.50126,1.204169,15.252681,-69.4115,0.3858398,0.01306152,0.001178137,0.008586182,0.0100473,-0.1039001,-0.1288513,0.3567822,0.7328979,0.1631299,0.482605,0.6418152,0.3740967,0.6940613,-60.386,0.03582,0.03253,0.7386681543,1.599103281,1.347257003,1.3735,0.8769,0.016064154,0.170215055,6.31141329,32.2577324,0.00128313398
38927,24.586,0.05714358843,229450.0,0.57389,1.334357,33.536375,-62.62317,0.6661133,0.5299072,0.001130212,0.00699292,0.003659973,0.1005798,0.1670593,0.3573193,0.6398462,0.1557764,0.6343384,0.6632385,0.5162354,0.6018372,-60.085,0.04837,0.04273,0.7809693367,1.714649756,0.8608424056,1.1727,1.9144,0.00918836519,0.385735065,6.78789043,23.5860519,0.000767785532
39024,21.76,0.08149008314,187020.0,0.53577,1.320926,29.784542,-64.40948,0.5884277,0.07281494,0.001241217,0.01478943,0.003737946,0.04723816,-0.101828,0.3106763,0.8328845,0.09361572,0.4981995,0.5915985,0.4858276,0.5182648,-60.702,0.0452,0.04053,0.7230851815,1.577256071,1.135337412,1.291,0.7016,0.0162525438,0.242935061,8.156337554,26.64748,0.00131403795
39108,23.268,0.08674430037,118920.0,0.46717,1.383987,11.8988,-66.86896,0.2864746,0.734436,0.001700153,0.00649939,0.004019928,-0.139212,0.06753235,0.3342114,0.6196912,0.1537915,0.4339905,0.6285858,0.4161987,0.5982208,-63.831,0.11441,0.10585,0.6230370605,1.535819479,1.203439572,1.2755,0.612,0.00869733933,0.209414959,1.070441742,23.9477692,0.000786170247
39131,26.413,0.09955496384,173640.0,0.64393,1.393655,4.34021,-65.53107,0.7255371,0.9199829,0.001377692,0.01061267,0.005011139,0.07338562,0.02446594,0.4447583,0.7094958,0.1301196,0.6517639,0.5382538,0.3822144,0.74617,-62.175,0.15388,0.13388,0.7153191928,1.710579697,1.484219064,1.4651,0.9021,0.0135223763,0.320540041,7.13434458,28.1151943,0.00116773846
39178,26.054,0.06107107232,134470.0,0.62232,1.209634,30.397342,-68.35993,0.5050293,0.7571411,0.0008701965,0.004398315,0.008928986,0.07176208,-0.09097595,0.417854,0.8303796,0.1974146,0.4360657,0.7024994,0.3705444,0.5359039,-61.472,0.04888,0.04228,0.7403422619,1.723906372,0.7523326783,1.1614,1.7974,0.0109136226,0.197340026,3.99800598,26.1272812,0.000818540924
39193,20.839,0.07199201101,93940.0,0.69556,1.289615,26.823117,-67.76422,0.5815918,0.1809692,0.001715704,0.007495972,0.01156082,0.04510193,0.1175201,0.3549634,0.6589343,0.1128052,0.5718079,0.6912689,0.5248413,0.5822906,-61.64,0.07417,0.06226,0.6793903196,1.517210971,0.8732002568,1.2642,2.1936,0.0165972989,0.325374901,9.95677614,28.9763184,0.00137036364
39200,28.378,0.07052366566,99980.0,0.81861,1.326529,35.768437,-59.666566,0.0409668,0.02081299,0.001345001,0.007191284,0.01121902,0.1531097,-0.124472,0.4057446,0.6396375,0.09827393,0.3276672,0.543808,0.4053101,0.6945953,-62.102,0.06352,0.04994,0.7414938152,1.801112673,0.9224704338,1.2372,0.3858,0.0146890925,0.234375,5.3269732,13.4301319,0.00120368111
39217,27.104,0.07316268458,75000.0,0.53809,1.39794,-1.61926,-55.30962961,0.7124512,0.2771606,0.001067609,0.01647156,0.006237335,0.1768646,0.1911774,0.4236157,0.8673035,0.1379419,0.5310364,0.5036469,0.4098999,0.508194,-60.653,0.10596,0.09556,0.7894248968,1.808077351,1.233352131,1.7022,1.5356,0.0204772465,0.370240062,11.8107276,8.9629221,0.00158627913
39224,20.58,0.07934627815,171960.0,0.77442,1.262589,9.51355,-65.77447,0.7905762,0.8357544,0.001143781,0.01047937,0.005075226,-0.07879944,-0.1055023,0.318147,0.7678503,0.1177856,0.447052,0.5671234,0.4356812,0.6126862,-60.319,0.05056,0.04061,0.7251309079,1.544539896,0.9435004893,1.2627,2.1315,0.0135263391,0.177815035,4.58140659,26.1082916,0.00100324338
39232,29.789,0.06067147051,91270.0,0.77784,1.289395,26.261598,-58.939511,0.6913574,0.5984497,0.001787433,0.01614148,0.005912628,0.08218689,0.1067535,0.4589673,0.9493152,0.1544653,0.4475403,0.6376801,0.3815796,0.6544342,-60.802,0.09137,0.07385,0.8217024648,1.940767928,0.8199436804,1.2072,0.4398,0.0203882959,0.292160064,9.195478622,17.5028267,0.0015717058
39281,28.069,0.1018419062,227870.0,0.54816,1.21738,20.181276,-65.78192,0.2803223,0.2479858,0.001635565,0.01269153,0.01398117,0.08581848,-0.1065704,0.345271,0.7705872,0.09257568,0.3721619,0.6068878,0.5136841,0.7358856,-60.316,0.04177,0.03726,0.8189541335,1.873423046,1.383013679,1.5114,1.1258,0.0228975303,0.24725987,12.16208553,26.1034336,0.00191003038
39299,20.384,0.06489384278,219220.0,0.53303,1.371628,21.1285389,-53.460628,0.498291,0.1591187,0.001179803,0.01870911,0.00637619,0.0943634,0.07629089,0.3622632,0.6084192,0.1735522,0.6490173,0.556839,0.5478638,0.7185516,-60.082,0.05491,0.04935,0.7319514175,1.543955294,0.9663037345,1.4737,1.5827,0.0214218087,0.380539984,18.71641111,10.8220892,0.00166724983
39315,22.903,0.07541112613,188300.0,0.41291,1.149265,18.726194,-65.85712,0.7529785,0.1376343,0.0009639832,0.01347864,0.006205292,-0.03757019,-0.07204895,0.3571851,0.845177,0.1494116,0.4605408,0.6745148,0.3787231,0.7454071,-60.236,0.03759,0.03519,0.7540528705,1.637141863,0.9271251172,1.2189,2.1068,0.0174894873,0.213499963,9.60243535,25.7205105,0.00135746109
39322,29.861,0.05545710053,133120.0,0.48395,1.324826,15.1178,-59.356625,0.7736816,0.1449585,0.001995477,0.01288196,0.004658661,0.1755402,0.004000854,0.3522046,0.886554,0.1835718,0.3562927,0.5188751,0.3665161,0.6903534,-60.63,0.08341,0.07653,0.8314150253,1.954664172,0.8962668399,1.1234,0.2597,0.0153515553,0.370240092,3.052494675,15.0326204,0.00116241828
39357,27.645,0.09214555248,188450.0,0.71003,1.153,6.45569,-63.105656,0.2057129,0.6654663,0.001247723,0.006712036,0.01325485,0.1280304,0.04604187,0.4629468,0.914386,0.136814,0.5159607,0.6363068,0.5010864,0.6749725,-60.058,0.09561,0.07999,0.8248652291,1.864108737,1.083306154,1.3586,0.6734,0.0178922098,0.296815038,10.88449025,19.0467396,0.00155192753
39508,21.016,0.104399299,101960.0,0.55268,1.338559,-4.1864,-62.185488,0.2492676,0.8746948,0.001286761,0.009397095,0.006807709,-0.1405365,-0.1196442,0.4166089,0.7786584,0.1071948,0.7026062,0.6438141,0.3603149,0.6700287,-62.965,0.12546,0.11276,0.6347329299,1.487709069,1.353283191,1.492,1.0567,0.014366148,0.159040034,6.60204172,18.751955,0.00128319685
39512,24.844,0.05152227732,106900.0,0.65034,1.342075,26.829223,-59.693298,0.4805176,0.8825073,0.0009719177,0.00797522,0.004756927,0.1028229,0.1455902,0.4025464,0.8885022,0.08563232,0.6362,0.7238922,0.3743774,0.5430756,-61.445,0.06553,0.05611,0.7275028361,1.673663414,0.7258968539,1.1566,1.8933,0.0115505187,0.315734953,9.54034209,16.8016129,0.000959654688
39624,23.092,0.08626039756,142150.0,0.44277,1.133568,26.091008,-68.95286,0.6962646,0.2519226,0.001272202,0.01320013,0.005378036,-0.02647247,-0.1217911,0.4607556,0.8010748,0.1596399,0.6693268,0.6618729,0.3739807,0.657341,-60.673,0.04811,0.04464,0.7387478009,1.629961465,1.013795308,1.3036,2.6595,0.016256148,0.23437497,10.88729009,32.613945,0.00140413258
39632,21.49,0.07173714108,111100.0,0.52285,1.261888,4.64569,-58.87863,0.6368896,0.6933289,0.0007288422,0.01959857,0.004352646,0.01864471,0.02449799,0.4412244,0.6422467,0.08792114,0.3353424,0.6804276,0.4575745,0.7227707,-61.18,0.04839,0.04362,0.7023550628,1.553046843,0.9313410118,1.3361,0.7382,0.019818807,0.264860034,11.18951392,12.851881,0.00156327593
39666,20.34,0.110022359,177310.0,0.52712,1.305943,19.247741,-60.939913,0.04919434,0.3591003,0.001005283,0.01285101,0.008646469,-0.03544464,-0.1112808,0.396449,0.6011481,0.1072864,0.3056793,0.5360794,0.5085999,0.528862,-60.443,0.03672,0.03301,0.7180331429,1.532357093,1.504811574,1.5845,1.4717,0.0176533721,0.201335043,5.34586072,18.7599869,0.00133161223
39699,21.888,0.07499877404,165370.0,0.60744,1.247716,21.127622,-58.409147,0.1113037,0.2326355,0.001153183,0.01169574,0.007663803,-0.05749054,0.1688217,0.3151013,0.7738922,0.1428528,0.5202789,0.5711136,0.4262756,0.7118454,-60.537,0.04521,0.03935,0.7307772224,1.587185575,0.9515765556,1.2788,0.6247,0.0165723152,0.247260019,9.29656601,12.893651,0.00136768003
39708,25.443,0.070579131,69630.0,0.68752,1.354942,27.026062,-62.569302,0.1894287,0.6584167,0.001056699,0.005500427,0.008552475,0.0587204,-0.08410797,0.4143201,0.8614703,0.161134,0.4402008,0.5154495,0.4004944,0.6600876,-61.367,0.06452,0.05429,0.7375371238,1.701773864,1.012202131,1.2444,0.4534,0.0120914737,0.238639951,4.23588515,18.3288364,0.000938632351
39766,26.098,0.06969610357,141590.0,0.4515,1.253374,14.15131,-66.11972,0.6588623,0.5821228,0.00176843,0.008632996,0.011101,-0.07376862,0.02838593,0.4391492,0.616131,0.1401721,0.4610138,0.504982,0.4762024,0.5449448,-60.255,0.05947,0.05506,0.7935626693,1.777455984,0.9963160495,1.1548,0.366,0.0168196596,0.225935057,5.65757453,25.5659771,0.00126445829
39778,21.001,0.07294064037,191540.0,0.75716,1.315776,16.006774,-64.422455,0.2354248,0.002044678,0.0008315155,0.005840027,0.003410568,-0.04984283,0.1794601,0.3942273,0.766795,0.1127502,0.268631,0.5269547,0.357843,0.6645737,-62.584,0.04144,0.03353,0.6476710602,1.497261193,0.864970034,1.1354,1.0438,0.00768605154,0.213500038,1.340894699,19.2931824,0.000608497881
39796,25.464,0.08994330955,68440.0,0.41195,1.236235,20.821226,-70.5582,0.5893311,0.4463806,0.001830637,0.01134979,0.002983322,-0.00438385,0.07657928,0.372157,0.718924,0.1688831,0.3325958,0.6619644,0.4232727,0.6950912,-61.672,0.0567,0.05316,0.7252553425,1.690739714,1.198875934,1.1959,1.635,0.0121657988,0.264859974,1.653885064,32.1336136,0.00101209083
39809,28.96,0.1031129643,134990.0,0.53206,1.121098,36.582951,-69.8414,0.2315186,0.6436462,0.000995285,0.0140412,0.01046867,-0.06385651,0.1538254,0.4514539,0.7419318,0.1414612,0.3531036,0.6058121,0.4056946,0.5725327,-60.503,0.03962,0.03556,0.8235107683,1.911456391,1.235673065,1.3099,0.7519,0.0205645356,0.238639891,8.26763678,30.7896919,0.00167364907
39835,22.09,0.08085685406,189440.0,0.71639,1.300175,28.052675,-64.95126,0.4858154,0.6128845,0.001597678,0.01649139,0.00709343,-0.06641998,-0.02749786,0.4486218,0.7925861,0.1990588,0.3972931,0.6833267,0.4286438,0.7362289,-61.799,0.05654,0.04684,0.6853730724,1.556323623,0.9851355653,1.3691,0.7608,0.0206511524,0.217614919,9.26301169,25.7926311,0.00162215217
39839,20.078,0.05629009886,131610.0,0.77206,1.334453,16.74408,-60.586033,0.4998779,0.8765564,0.001056857,0.007096863,0.01198112,0.127037,-0.007673645,0.4294812,0.9684845,0.1294495,0.4295197,0.7345963,0.4501282,0.7445297,-60.392,0.06818,0.05502,0.7172399766,1.524320642,0.7241410196,1.1922,0.3344,0.0171535965,0.269335002,12.43862629,16.8148861,0.0013468893
39879,26.533,0.08021365436,77470.0,0.43368,1.269853,32.222597,-69.82333,0.3397217,0.9302673,0.001306955,0.007325378,0.007520676,-0.1077774,-0.1324295,0.3175671,0.8404572,0.08269165,0.454422,0.5058365,0.3901672,0.6549301,-61.579,0.05287,0.04922,0.7415420126,1.740505259,1.125830275,1.3242,0.7499,0.0131425224,0.137500018,3.39578759,29.7095451,0.000983133679
39912,24.519,0.09466711257,215170.0,0.44063,1.373454,13.16742,-63.926121,0.383667,0.0574646,0.001655759,0.01050555,0.01682182,0.09670258,-0.1429398,0.4403699,0.8542804,0.09754517,0.5968781,0.7458878,0.537384,0.6886826,-60.813,0.05516,0.05124,0.7495598908,1.683788709,1.501856456,1.6864,1.6926,0.0237463098,0.217614993,18.50022316,26.2568035,0.00203609304
39943,27.009,0.1044777365,202130.0,0.6296,1.227116,33.821714,-66.88217,0.2985107,0.2459412,0.001735739,0.01505048,0.003337936,0.1537827,0.09050751,0.3675183,0.7076984,0.1398499,0.5641632,0.6172256,0.4114075,0.5390244,-62.119,0.05771,0.04982,0.7243943968,1.738481442,1.279855975,1.3848,2.0326,0.0156586878,0.380540073,9.695995205,32.3672676,0.00143377611
39961,29.778,0.06641544437,214380.0,0.67525,1.37675,36.414493,-70.12875,0.6371826,0.5306091,0.001858249,0.004805359,0.01090019,-0.08838043,0.09512177,0.3344128,0.9290558,0.1738928,0.411087,0.6903458,0.3581848,0.6341171,-61.633,0.06937,0.05875,0.7813632642,1.894185243,1.044985062,1.2789,0.561,0.0137022138,0.251615047,3.168323655,32.7972107,0.00107723265
40057,29.093,0.05670529017,176920.0,0.54308,1.368867,17.26593,-60.343165,0.5144775,0.6903381,0.0009696564,0.005044983,0.005261612,0.1131729,-0.1267685,0.3737317,0.624411,0.1975574,0.5181122,0.7325974,0.3623474,0.5398331,-60.074,0.15989,0.14477,0.8468865393,1.94247098,0.9666439081,1.2206,0.4614,0.00729652308,0.315734953,4.363393422,18.3778324,0.000644033134
40063,26.398,0.103168709,165400.0,0.6505,1.261641,19.726867,-59.28458,0.7363525,0.3270569,0.001970047,0.0299278,0.00765419,0.128212,-0.07071381,0.4557629,0.6080829,0.1558386,0.2856903,0.7120895,0.5240662,0.5037003,-60.021,0.06992,0.0599,0.8083048395,1.802421679,1.392051281,1.5731,1.8411,0.0293173622,0.360059917,15.39794175,24.144762,0.00241993088
40087,23.918,0.08890468183,164590.0,0.49132,1.364473,14.043272,-62.962313,0.625415,0.20401,0.001571414,0.01281451,0.007551651,0.02498932,-0.0057724,0.4108411,0.9116376,0.187948,0.5972137,0.7008591,0.4650818,0.6360245,-60.644,0.05083,0.04638,0.7494059779,1.664745446,1.375785138,1.5043,1.1563,0.0185134932,0.269335061,12.43943381,25.9227695,0.00152607542
40093,21.813,0.1057835699,178270.0,0.5692,1.322066,3.09113,-59.754796,0.1351807,0.8988342,0.001936404,0.01059283,0.01154213,-0.1064316,0.1629044,0.4158215,0.685827,0.1937488,0.5007782,0.586235,0.4614685,0.741127,-60.329,0.15842,0.14205,0.7379988554,1.590745469,1.483194196,1.6698,1.3823,0.0184795614,0.255999982,10.30626345,15.8738747,0.00169667345
40103,29.274,0.101953113,199340.0,0.44616,1.295699,9.45832,-65.72745,0.4883057,0.801178,0.001047733,0.01678815,0.01120033,-0.04490814,-0.07635345,0.3447278,0.6071552,0.14828,0.2566376,0.6790085,0.3684998,0.5995255,-60.44,0.0449,0.0416,0.831527516,1.932270882,1.607052296,1.6308,1.5371,0.0228926409,0.213499993,7.50970078,25.3006458,0.00168005156
40141,27.467,0.0952558076,108410.0,0.60192,1.38315,18.003239,-64.94326,0.5359619,0.9994202,0.001041385,0.01452838,0.006124649,0.08941803,-0.1054062,0.3714856,0.7492841,0.1596472,0.4387665,0.6963425,0.4503357,0.5729141,-60.939,0.07343,0.0643,0.7814383061,1.812438327,1.537455303,1.7967,1.6407,0.0169882011,0.306214958,11.02836513,27.7479801,0.00141638098
40238,20.346,0.07548410237,163690.0,0.56249,1.271419,17.219539,-68.28433,0.569751,0.174469,0.0007414581,0.005470276,0.01077736,0.0652359,-0.09455414,0.4566907,0.7473358,0.1168445,0.3768768,0.5894699,0.3937439,0.6219254,-61.043,0.04112,0.03646,0.6961747749,1.516316926,0.9667786439,1.1932,1.6432,0.0136967842,0.201334968,5.36617792,27.1691418,0.00102069136
40331,24.309,0.07351259203,162950.0,0.41582,1.372438,-2.94281,-58.796665,0.7010986,0.7827454,0.00179025,0.01323029,0.006366043,0.136116,0.007258606,0.2910901,0.6853168,0.128783,0.3317719,0.6324081,0.3942078,0.6513138,-60.681,0.11669,0.10971,0.7525084124,1.679825776,1.172966924,1.3928,0.9239,0.016163623,0.330239862,5.070919041,13.3962784,0.00130375219
40340,28.455,0.05751075771,111150.0,0.47124,1.098,31.808171,-67.17996,0.722583,0.8056946,0.0008336578,0.01220197,0.003674393,-0.0004318237,-0.06981659,0.3179456,0.7385687,0.09544312,0.4775238,0.5375595,0.3573914,0.6594925,-60.761,0.04898,0.045,0.8035396305,1.870939247,0.6792441055,1.1572,2.1738,0.0136277685,0.230140001,5.776287558,24.6260948,0.00102182326
40360,20.545,0.08370313507,184290.0,0.69878,1.33091,29.132386,-55.5920722,0.04602051,0.545929,0.001846744,0.01042462,0.01027107,0.1615799,0.05801544,0.2995862,0.8254047,0.1050525,0.503891,0.6650009,0.3898132,0.5838089,-61.24,0.05307,0.04432,0.6909775573,1.517929319,1.077275545,1.2836,0.5231,0.0180533584,0.306214988,8.62411522,12.8605185,0.00150117138
40365,24.217,0.09491690993,189710.0,0.56987,1.334425,-0.00824,-67.45926,0.6772705,0.7099915,0.001552213,0.008596497,0.01013435,-0.02162323,-0.03221893,0.3136487,0.6680609,0.08161499,0.5702972,0.7177353,0.3757507,0.710762,-62.91,0.12241,0.10926,0.6643466931,1.597612404,1.27102703,1.3911,0.8267,0.0160845108,0.234375075,8.40313363,27.8356533,0.00140358135
40373,23.621,0.09644549099,67170.0,0.60552,1.283009,33.263244,-66.00516,0.2452393,0.820343,0.001439224,0.01293829,0.01131355,0.0511795,-0.111174,0.2814221,0.8057367,0.1616541,0.3149261,0.7438583,0.5470398,0.665596,-61.065,0.06043,0.05275,0.7290975772,1.63770637,1.276001505,1.3591,0.9123,0.0207897983,0.269334942,10.56802892,26.828989,0.00171046541
40378,26.98,0.08470953926,65470.0,0.49224,1.384962,28.185124,-62.481721,0.3014893,0.1406555,0.001591568,0.01720392,0.002973709,0.01016388,-0.09203339,0.3517346,0.6365179,0.1550916,0.3032074,0.5856552,0.4798523,0.6441116,-61.666,0.05913,0.05398,0.7432300638,1.756735801,1.34400941,1.4123,1.1201,0.0164243747,0.269335061,3.957774687,20.9365711,0.00126346422
40384,26.297,0.09189759415,117900.0,0.64556,1.220607,9.76715,-68.21414,0.3999268,0.9980774,0.001929263,0.007200012,0.004169998,-0.01102753,-0.009318542,0.3052502,0.6120258,0.09673218,0.3373871,0.5773544,0.5372742,0.6944046,-61.614,0.09747,0.08403,0.737258534,1.728655664,1.12508784,1.2141,0.4155,0.00949890818,0.242934942,0.955252319,27.1999226,0.000846247771
40452,23.179,0.09200877773,148000.0,0.44109,1.325526,15.33112,-67.81986,0.7024658,0.63797,0.00111835,0.01943195,0.01024971,-0.1261276,-0.005302429,0.3895764,0.8692865,0.1013904,0.3765717,0.6394272,0.4799011,0.6740799,-61.371,0.05124,0.04757,0.7123744182,1.610030104,1.316924356,1.9836,2.5437,0.0260744467,0.162734956,12.1541729,28.2574196,0.00198498904
40529,24.766,0.04766052238,84180.0,0.61223,1.329701,-0.48431,-57.196318,0.6606689,0.09646606,0.00124213,0.006292297,0.01109566,-0.1259567,0.1346634,0.3410413,0.908808,0.08844116,0.6907806,0.7445297,0.4042175,0.5347977,-60.188,0.11723,0.10281,0.7788733471,1.718658585,0.7020463985,1.4237,0.8364,0.0153627982,0.292160004,9.00743247,11.3535833,0.00123357447
40550,24.336,0.09996225845,130880.0,0.6647,1.139851,20.211034,-69.69069,0.7018677,0.2037811,0.00139005,0.02206979,0.004271202,-0.1425499,0.1345512,0.3542584,0.7425406,0.1339264,0.5177536,0.5455132,0.402829,0.6989326,-60.541,0.06711,0.0571,0.7586246646,1.686212333,1.103857823,1.3933,0.7867,0.0222962033,0.159040019,9.095076802,32.5434456,0.00178176456
40581,26.67,0.09692139339,169590.0,0.5441,1.379353,17.037201,-63.041274,0.4151489,0.6930389,0.001843272,0.01234518,0.006954308,0.07175674,-0.05446243,0.3419537,0.7495914,0.1834967,0.6744919,0.7073784,0.3577118,0.5277901,-60.99,0.06996,0.0627,0.7686314178,1.772154409,1.551887336,1.5957,1.3089,0.0158174131,0.301500022,11.97831928,27.6501007,0.00141221867
40590,20.987,0.06759244822,149950.0,0.51578,1.165778,9.08799,-64.922137,0.5854614,0.7926483,0.001170421,0.008841278,0.006851768,0.05056534,-0.09342728,0.3462506,0.6300992,0.1996686,0.2789841,0.5438042,0.3752899,0.6024971,-60.056,0.04612,0.04168,0.7394463022,1.567308722,0.8098124175,1.0911,1.018,0.0122748837,0.292159945,2.86003625,20.8575459,0.000923359825
40595,22.627,0.07438123015,222260.0,0.58999,1.239606,9.79111,-59.945577,0.2292114,0.3785858,0.001099327,0.0139194,0.01163692,-0.08341904,-0.0141304,0.3946881,0.7458804,0.1199811,0.2516403,0.6707573,0.5237274,0.7333565,-60.081,0.04807,0.04217,0.7570557208,1.631101066,0.9652721075,1.4992,1.0995,0.0219473038,0.197340012,11.31404304,12.7183781,0.00170666527
40629,22.769,0.09654829028,248370.0,0.52432,1.199836,6.63193,-66.46364,0.3553833,0.1144257,0.00102379,0.006238739,0.01689205,0.1071327,-0.05394974,0.423692,0.7764957,0.1091412,0.5214157,0.7419243,0.5048798,0.6599922,-60.124,0.08278,0.07485,0.7569934193,1.635457793,1.223792481,1.4352,0.9779,0.0200339649,0.238639981,13.34030152,26.0099812,0.00168585929
40648,24.439,0.09406756106,126950.0,0.40079,1.361115,14.747158,-67.50954,0.7233521,0.4786835,0.0007483017,0.01408444,0.006723595,0.006986237,-0.1335884,0.4027936,0.9112027,0.1491022,0.2660446,0.7040825,0.3710907,0.7163887,-60.583,0.04253,0.03998,0.7581257346,1.689047007,1.500341981,1.5946,1.5007,0.0185334962,0.217614934,7.18378497,28.9919109,0.00138537516
40664,25.474,0.09129400779,82290.0,0.44082,1.311018,2.11044,-68.3904,0.6717896,0.3400116,0.001238341,0.007736786,0.01379879,0.03091202,0.01201706,0.427403,0.7234293,0.0944928,0.2611618,0.6000786,0.3574188,0.6748848,-61.38,0.14776,0.13821,0.7373604856,1.702584543,1.337601087,1.4134,0.9679,0.0185373873,0.238640115,6.005555506,26.8257923,0.00143348204
40668,20.008,0.08015803546,177090.0,0.67068,1.27685,21.536711,-67.86623,0.4501099,0.5590057,0.000959996,0.008568329,0.006890221,-0.07718124,-0.113166,0.4155377,0.7366959,0.1881549,0.4688034,0.6794853,0.4103973,0.6435738,-62.3,0.04055,0.03426,0.6491015648,1.472712584,0.9421041309,1.248,2.0021,0.0132603347,0.197339937,6.00830818,27.3866863,0.00104537187
40726,23.572,0.1081005811,186150.0,0.49637,1.375727,0.53086,-59.72072,0.2587036,0.6752167,0.001194859,0.012707,0.004378014,-0.1178551,-0.143586,0.2829205,0.8008951,0.08374084,0.403862,0.7388115,0.5355927,0.6496773,-60.878,0.14711,0.13519,0.7359891432,1.642235036,1.668363351,1.8211,1.8802,0.0150111243,0.151740059,6.99240637,18.9571648,0.00126458716
40736,23.763,0.04829883529,217730.0,0.5137,1.363642,23.0454969,-58.197766,0.739563,0.8436737,0.001698228,0.01299899,0.005770836,-0.06436386,0.03876266,0.4738385,0.6660025,0.1409869,0.3953171,0.7386894,0.4495575,0.5409126,-60.439,0.07882,0.07152,0.7559549075,1.665665739,0.7396723615,1.2614,0.6078,0.0158481654,0.23864004,7.08207524,16.0085106,0.00122047565
40853,28.588,0.0964286334,119700.0,0.56821,1.34524,23.90121,-66.34389,0.3613403,0.6179657,0.001040453,0.01324338,0.009284935,-0.1178123,0.1215202,0.4057965,0.6138174,0.1669879,0.707634,0.5247917,0.4023651,0.5535164,-61.17,0.05611,0.04972,0.7862912868,1.856972634,1.49691356,1.7639,1.7403,0.0193159357,0.251615018,10.19856453,28.2699738,0.00155574956
40926,20.986,0.1036846254,109570.0,0.41415,1.283936,25.693212,-62.795545,0.4421997,0.9543915,0.001777415,0.02775412,0.01419827,0.03309097,-0.02699051,0.4291364,0.7583585,0.08735901,0.5364914,0.5227165,0.4434784,0.5836678,-60.168,0.05868,0.05498,0.7351559445,1.56398769,1.407681791,1.5896,1.8305,0.0365272462,0.242934972,18.54325961,24.4695435,0.00286201877
40952,29.03,0.07090097831,209520.0,0.60959,1.286463,25.837251,-63.464245,0.7045044,0.9307098,0.0007360825,0.01779465,0.003341942,0.1767311,0.07905197,0.355943,0.7360001,0.1727594,0.2834396,0.6220207,0.5293671,0.6052132,-62.122,0.03945,0.03427,0.7488210648,1.831181991,0.9775760563,1.2099,0.7665,0.0178338159,0.396215111,8.76642978,19.5030174,0.00135053939
40960,24.421,0.07559504253,130810.0,0.69162,1.254823,30.915371,-65.425185,0.3232544,0.6260223,0.001436864,0.007841522,0.009220848,0.02634048,0.05991135,0.3325055,0.6736563,0.1418219,0.3810959,0.6200676,0.3559296,0.681385,-60.602,0.05192,0.0435,0.7571187198,1.687557877,0.9609921156,1.188,1.4891,0.014552298,0.278375059,4.87969291,24.9196568,0.0011367976
40963,28.034,0.1086914964,174760.0,0.40549,1.387537,10.07554,-65.85682,0.4873169,0.08110046,0.0008604965,0.01794699,0.006042137,-0.0850853,-0.04057693,0.3328961,0.7426797,0.1022125,0.3976974,0.7279778,0.4836639,0.5099983,-62.147,0.04572,0.04292,0.7353196904,1.783072602,1.777254085,2.0506,2.8942,0.0206743982,0.193375021,11.08712185,27.729845,0.00167654629
40986,24.489,0.05376888387,99630.0,0.75363,1.328211,13.91342,-58.994524,0.7662231,0.7305145,0.001115672,0.009288788,0.007187157,0.1039284,0.1593742,0.2811383,0.9553165,0.1672516,0.6589279,0.5216789,0.3998749,0.6996956,-60.084,0.07468,0.06091,0.7797662324,1.71035833,0.7491364186,1.1588,1.6189,0.0151429009,0.335134953,9.7325244,15.9425793,0.0011537337
41046,27.687,0.06107114139,246080.0,0.69967,1.15265,26.545262,-66.47451,0.7572388,0.7388153,0.001498436,0.01031711,0.009964256,-0.1423363,0.08503342,0.3298688,0.8070645,0.1937946,0.525383,0.6795158,0.3611053,0.7401009,-60.617,0.05813,0.04857,0.7992176494,1.838734709,0.7049019458,1.2195,2.3126,0.0174550861,0.225934997,9.2936821,26.0275879,0.00139141595
