#CASE,DOF_ALFAIN_BC_,DOF_PITCH_BC_,DOF_RE2IS_BC_,DOF_MA2IS_BC_,DOF_ARATIO_BC_,DOF_BETA1_G0_,DOF_BETA2_G0_,DOF_W1_G0_,DOF_W2_G0_,DOF_RTE_G1_,DOF_TMAXU_G1_,DOF_TMAXL_G1_,DOF_TMOVXU_G1_,DOF_TMOVXL_G1_,DOF_TUCP2_G2_,DOF_TUCP3_G2_,DOF_SUCP3_G2_,DOF_TUCP5_G2_,DOF_SUCP5_G2_,DOF_TLCP5_G2_,DOF_SLCP5_G2_,OF_alfa_ex_FL_OP_01,OF_Cpt_FL_OP_01,OF_CSI_FL_OP_01,OF_phi_FL_OP_01,OF_psi_FL_OP_01,OF_Zwc_FL_OP_01,OF_DFss_mis_LO_OP_01,OF_Ds_cp_LO_OP_01,OF_Tmax_GM_OP_01,OF_X_Tmax_GM_OP_01,OF_Wedge_TE_GM_OP_01,OF_UGT_GM_OP_01,OF_Area_GM_OP_01
113929,29.169,0.09687145208,126330.0,0.46557,1.179353,34.070133,-64.908842,0.5529541,0.7745667,0.001540628,0.02147906,0.005026627,0.06403961,0.1486343,0.3622571,0.975744,0.1288562,0.7433319,0.7053146,0.3780212,0.6330338,-60.22,0.12874,0.11932,0.8408015176,1.938622511,1.284956725,1.303,2.165,0.025138339,0.301500112,24.85499086,32.3226051,0.00231839856
113934,27.138,0.06157001135,80870.0,0.56713,1.397322,25.163883,-64.674472,0.3654541,0.6964417,0.001764066,0.01213531,0.01350319,-0.01799164,-0.06464691,0.3278821,0.6254315,0.1494812,0.4698944,0.5060959,0.4373962,0.73069,-63.699,0.08404,0.07475,0.661947289,1.678579426,0.8942166196,1.2905,0.7039,0.021697104,0.238640085,10.16661716,19.4757137,0.00165541179
113935,20.185,0.09414951622,124720.0,0.60229,1.3024,26.023253,-70.93228,0.4967041,0.1886292,0.001489847,0.01599469,0.01363991,0.01755524,0.1732437,0.3200696,0.7649628,0.1279187,0.6378632,0.6213303,0.4452087,0.6740494,-64.331,0.07359,0.06444,0.5837385747,1.429200966,1.075184724,1.3286,2.1435,0.0260602795,0.315734923,18.84410291,32.7645416,0.00225495896
113943,20.038,0.08566756769,151770.0,0.4807,1.24659,15.837711,-64.972319,0.7474854,0.04898071,0.001729788,0.01845758,0.01608376,-0.07438812,0.03481598,0.4726086,0.6554901,0.1814734,0.608078,0.6918869,0.5094666,0.5151138,-61.547,0.06061,0.05556,0.6753755378,1.49264796,1.061751472,1.3414,0.8822,0.0299696624,0.255999923,19.69195701,26.7267532,0.00236217957
113946,25.351,0.08798881077,144900.0,0.71508,1.345027,7.40021,-59.1285686,0.07248535,0.7677307,0.001607913,0.01114508,0.00897438,0.002174377,0.02387848,0.4038586,0.6198651,0.1852234,0.592453,0.5278244,0.4532166,0.6791763,-63.898,0.11325,0.09482,0.6380455081,1.60459572,1.097820419,1.4109,0.7386,0.0172056109,0.287535012,7.93533087,10.1842823,0.00149808847
113947,22.382,0.09566228623,225450.0,0.76977,1.155183,8.80646,-67.487949,0.6349854,0.5958557,0.001506351,0.02536383,0.009247818,-0.09079437,-0.1456528,0.2819836,0.9464276,0.1120984,0.5533905,0.5473557,0.3750916,0.5112076,-64.588,0.06298,0.05083,0.590648445,1.486461337,0.8847612698,1.3385,0.6566,0.0318240076,0.144560024,12.57883932,24.3188934,0.0023909118
113948,23.632,0.1209205442,106700.0,0.58227,1.323933,25.056461,-64.112949,0.1349854,0.4708557,0.001668851,0.01561383,0.007060318,0.1279556,-0.01440277,0.4069836,0.8989276,0.09709839,0.3658905,0.5161057,0.4500916,0.6049576,-61.985,0.04773,0.04201,0.6934886326,1.606878183,1.629684954,1.7013,1.4952,0.0203582421,0.269334972,6.11998272,26.0200081,0.00170629064
113954,22.304,0.0617081269,101690.0,0.68774,1.327449,-3.45917,-62.870759,0.7912354,0.2755432,0.001963382,0.01378571,0.008837662,0.0103775,0.0867691,0.3929211,0.7712714,0.08866089,0.2994843,0.60009,0.4641541,0.7280045,-63.656,0.09017,0.07617,0.6214155941,1.509823581,0.7405729894,1.1809,0.3301,0.0194962025,0.247260094,6.58901096,14.6405468,0.00157970877
113956,27.655,0.07408216645,132340.0,0.60375,1.287019,24.548641,-59.1012236,0.2756104,0.1544495,0.001338773,0.02221539,0.006718521,-0.01286469,-0.03217621,0.2874524,0.6361932,0.1678796,0.3522186,0.5424728,0.4164978,0.6528091,-61.711,0.05614,0.04901,0.7495994708,1.785595638,1.015402364,1.5364,1.3472,0.0239017997,0.256000042,8.52408874,13.7547026,0.0017121298
113962,21.562,0.06628390527,248650.0,0.59594,1.336238,10.32989,-60.1793536,0.7631104,0.6700745,0.001196585,0.01612164,0.003710709,0.1347916,0.1920425,0.4593274,0.7133807,0.1772546,0.5319061,0.6479416,0.4258728,0.5785904,-64.154,0.04607,0.0403,0.5990868621,1.473471549,0.8131123827,1.2017,1.8633,0.0170787107,0.396215022,12.96132167,16.2737141,0.00140248053
113964,25.312,0.09114457711,129670.0,0.53344,1.054988,-0.92011,-61.804354,0.6631104,0.04507446,0.001359085,0.01937164,0.01027321,0.1785416,0.1482925,0.3843274,0.6658807,0.1322546,0.4694061,0.6166916,0.3508728,0.6098404,-61.625,0.04303,0.03862,0.7254590369,1.686217648,0.9427062798,1.3182,1.4904,0.0249089599,0.385735124,15.50210261,19.5231667,0.0020819006
113965,25.233,0.09972257984,113250.0,0.41234,1.339754,19.939271,-57.1090436,0.1443604,0.224762,0.001166116,0.02363727,0.01587868,0.01721344,-0.07319183,0.4515149,0.698537,0.1613171,0.4811249,0.560051,0.4805603,0.6860123,-60.098,0.06056,0.05679,0.7888644722,1.74353311,1.576679977,1.8039,2.7045,0.0335554928,0.264859974,19.69979571,14.4369154,0.00261052907
113966,22.733,0.08052160001,65750.0,0.78734,1.227254,7.43927,-60.359044,0.7443604,0.474762,0.001491116,0.01713727,0.01150368,0.1047134,0.01430817,0.3015149,0.603537,0.1313171,0.3561249,0.747551,0.4305603,0.7485123,-60.281,0.08623,0.06928,0.7502716508,1.628706585,0.936072837,1.3278,1.9866,0.023494469,0.330239922,16.92608735,19.7880955,0.00190197548
113969,25.077,0.05800578908,199210.0,0.60766,1.220222,11.65802,-65.718414,0.7068604,0.834137,0.001877054,0.007793518,0.00794899,0.08830719,0.008839417,0.2983899,0.8707245,0.1069421,0.7233124,0.5327072,0.4899353,0.6430435,-63.605,0.06963,0.0608,0.6464192591,1.604977076,0.6615927605,1.1069,1.2868,0.0141385999,0.28294003,6.97647023,21.1847591,0.00120121113
113970,20.995,0.0578632482,180030.0,0.4973,1.358211,25.154116,-67.415681,0.3584229,0.6759338,0.001620609,0.005406799,0.01030739,0.0110611,-0.03832855,0.3261243,0.9620135,0.09592651,0.3102264,0.7021408,0.5340759,0.669899,-64.107,0.06474,0.05902,0.5965536025,1.45787149,0.7433292091,1.0666,0.745,0.0142192161,0.213500008,5.162054557,21.2522755,0.00115141948
113971,28.964,0.05946676449,112300.0,0.59887,1.154305,32.497866,-68.40005,0.4709229,0.4728088,0.000869046,0.005813049,0.01276833,0.08215485,0.0546402,0.2917493,0.789826,0.1390515,0.4742889,0.7451096,0.5059509,0.7284927,-61.458,0.05641,0.04935,0.7781691362,1.861414499,0.7136275813,1.2086,2.0895,0.0163530093,0.301499993,14.08986159,24.6314716,0.00133058254
113973,21.23,0.1079498365,110810.0,0.46215,1.080476,17.575986,-62.064121,0.2146729,0.4493713,0.001772952,0.02348492,0.007709732,-0.09011078,0.1995621,0.4120618,0.7571698,0.136239,0.5563202,0.6494064,0.4200134,0.5781021,-61.372,0.04545,0.04188,0.6927500672,1.538234842,1.130385157,1.3146,1.8818,0.0266820304,0.234374821,14.97280428,22.2008038,0.00238236436
113975,26.698,0.09905773119,232760.0,0.40746,1.340633,18.669736,-73.11099,0.4771729,0.1837463,0.00199639,0.008453674,0.01017067,0.002857971,0.03003082,0.3214368,0.8106073,0.179364,0.5797577,0.6767502,0.5481384,0.7382584,-63.78,0.06451,0.0606,0.6546323417,1.658434273,1.395127937,1.3546,0.8485,0.0165851396,0.278375089,10.12336684,35.3824158,0.00151480315
113976,22.323,0.05124097984,172880.0,0.81371,1.143758,21.7947355,-57.298491,0.1271729,0.7462463,0.0007776398,0.01007867,0.00470192,-0.01901703,-0.1230942,0.3839368,0.7868573,0.171864,0.4860077,0.7236252,0.4856384,0.6913834,-61.949,0.0542,0.04265,0.6820837062,1.560125659,0.504400535,1.0775,0.7956,0.0128191067,0.242934987,8.61050295,6.00574064,0.00106995879
113977,23.573,0.07759894417,149880.0,0.50121,1.312508,-1.95526,-53.923491,0.6271729,0.3712463,0.0009401398,0.01982867,0.00251442,0.112233,0.008155823,0.3089368,0.7393573,0.156864,0.6735077,0.6923752,0.3606384,0.6601334,-62.967,0.05236,0.04761,0.6563871996,1.572800474,1.034077777,1.2886,2.0143,0.0194413625,0.380539834,21.98186332,11.7648945,0.00166530919
113980,25.409,0.07756104675,161900.0,0.5891,0.9767654,0.97443,-66.005526,0.5677979,0.3360901,0.0009553741,0.01383649,0.0129734,0.1436783,-0.03969574,0.4206555,0.7883417,0.1488953,0.2770233,0.6738205,0.5270447,0.5771255,-61.827,0.0382,0.03349,0.7183511439,1.682472983,0.7034706108,1.1616,1.2042,0.0226042699,0.296814948,10.72706175,17.0494556,0.00185948203
113982,28.378,0.1072426832,212770.0,0.44066,1.152547,10.81818,-63.396146,0.3552979,0.1329651,0.001056937,0.01993024,0.004496841,-0.09147797,0.09702301,0.4550305,0.8180292,0.1320203,0.5035858,0.5996017,0.4864197,0.5419693,-60.357,0.03547,0.0329,0.8216626488,1.887727378,1.393405051,1.5733,1.5083,0.0214231946,0.193374947,10.28090953,23.5135708,0.00175164035
113984,28.612,0.08391183449,131130.0,0.5852,1.113875,23.865056,-71.24772,0.7615479,0.3439026,0.00120928,0.01728961,0.01502419,0.01516266,-0.08618011,0.347218,0.7259979,0.08983276,0.3121796,0.6171799,0.5004822,0.7157974,-60.465,0.05359,0.04715,0.8200162187,1.894620357,0.9788416378,1.2796,2.2281,0.0276852343,0.22175996,14.27963972,31.0054398,0.00212342432
113991,23.764,0.08494522041,62080.0,0.51073,1.328548,15.559384,-55.774567,0.3713135,0.1412659,0.001404153,0.01933356,0.006094742,0.05634918,0.1959732,0.4539563,0.9662811,0.09786011,0.6805878,0.6915207,0.4746033,0.518898,-61.061,0.08427,0.0766,0.7308424762,1.643583124,1.224081206,1.4997,1.1594,0.0237510372,0.287535042,21.48014303,16.6595306,0.00208204938
113994,24.232,0.08469842341,148110.0,0.58105,1.110579,-2.09687,-68.352687,0.6088135,0.5006409,0.001749466,0.009989807,0.01347755,0.06181793,0.1248795,0.4758313,0.8534686,0.08473511,0.6259003,0.6251144,0.4027283,0.5071793,-63.988,0.05218,0.04598,0.6253419288,1.56291942,0.8399287478,1.1849,1.5422,0.0209300071,0.296814889,9.55945992,23.4086761,0.00180988724
113996,21.186,0.05876818609,152490.0,0.7412,1.02972,11.418764,-68.407377,0.7275635,0.2584534,0.001048685,0.01344293,0.01798927,-0.06122894,-0.02551117,0.3211438,0.8208124,0.1062976,0.356369,0.5567551,0.4667908,0.5247574,-62.287,0.06039,0.04944,0.65959738,1.511311126,0.5110139511,1.1729,1.9539,0.027646292,0.193374962,10.39021635,20.5061054,0.00189375668
113998,29.311,0.1049974126,235710.0,0.70995,1.057845,2.04376,-61.719877,0.5775635,0.1959534,0.001454935,0.02806793,0.01252052,0.04814606,0.08386383,0.3086438,0.7020624,0.1137976,0.387619,0.5723801,0.4292908,0.5716324,-61.2,0.0394,0.03264,0.7951862943,1.892876999,1.066424769,1.4465,1.2821,0.0345720686,0.28294,15.56810334,16.9731426,0.00266736466
113999,26.029,0.05272036729,59860.0,0.53026,1.360188,34.387514,-65.423007,0.5150635,0.1803284,0.001312747,0.009786682,0.01880959,-0.1213852,0.05652008,0.3742688,0.9336249,0.1006726,0.3485565,0.6622238,0.3511658,0.6771011,-61.359,0.13571,0.12312,0.7447947912,1.727454914,0.7933994923,1.6178,1.359,0.0246907547,0.217614964,10.90127993,21.3338585,0.00177154236
114002,26.381,0.1006215236,79300.0,0.63769,1.288118,16.770324,-64.747222,0.6056885,0.05923462,0.001013138,0.02146637,0.01669044,0.120607,-0.08976898,0.3063,0.902453,0.1123914,0.4364471,0.5421066,0.355072,0.6253433,-61.422,0.06437,0.05542,0.7463713982,1.740387069,1.359439816,1.5305,1.3068,0.0329653099,0.251615018,15.70308209,24.2657547,0.00248164451
114005,21.693,0.07422269697,73040.0,0.87206,1.18968,8.33282,-56.403472,0.1806885,0.7779846,0.001053763,0.01415387,0.00848732,0.06591949,0.1399185,0.33755,0.938078,0.1386414,0.3895721,0.7374191,0.411322,0.5550308,-61.714,0.06252,0.0477,0.6847052903,1.544760866,0.7472090084,1.2133,1.5492,0.0205922984,0.292160034,11.69878888,8.60911465,0.00165657676
114006,22.943,0.06864343043,239440.0,0.43456,1.02093,24.582824,-56.528472,0.6806885,0.1529846,0.001216263,0.02390387,0.01067482,0.02216949,0.09616852,0.46255,0.890578,0.09364136,0.7020721,0.7061691,0.536322,0.5862808,-60.033,0.06917,0.06445,0.7627440896,1.645741015,0.7041343963,1.2834,2.3597,0.031720262,0.28294003,31.99315454,15.781435,0.00269652624
114010,21.537,0.1016363032,135230.0,0.69238,0.9576492,30.051574,-69.200352,0.4431885,0.3873596,0.0007084503,0.02512262,0.01587013,0.04951324,0.1563248,0.365675,0.8846405,0.1180164,0.4286346,0.6788254,0.464447,0.5433121,-60.212,0.09179,0.0774,0.7394863018,1.583686357,0.8615053303,1.3555,2.0979,0.0366396531,0.287534982,23.49885079,29.9866219,0.00303468574
114011,22.787,0.1076697979,159550.0,0.62987,1.238899,6.30157,-65.825352,0.3431885,0.5123596,0.0008709503,0.01537262,0.01805763,0.005763245,0.02507477,0.440675,0.8371405,0.1030164,0.7411346,0.6475754,0.389447,0.5745621,-63.186,0.05663,0.04887,0.6416970325,1.539146574,1.237634629,1.4773,0.9654,0.02989983,0.251614928,19.53539948,26.1401119,0.00249578408
114014,23.334,0.1137872516,143120.0,0.60253,1.151009,8.41095,-68.817532,0.5244385,0.6295471,0.001409232,0.02126324,0.01135841,-0.04618988,0.005934143,0.4078625,0.7926093,0.1264539,0.5887909,0.5128098,0.4035095,0.5491714,-62.283,0.0483,0.04214,0.6793592441,1.586112697,1.23609362,1.3481,0.8377,0.0288646035,0.217615023,12.58056068,28.9275188,0.00229497021
114017,29.272,0.0644487322,196470.0,0.4619,1.136946,33.098454,-66.661282,0.6494385,0.3482971,0.001856107,0.01882574,0.005342789,-0.1446274,-0.07062836,0.3016125,0.6857343,0.1902039,0.5106659,0.5987473,0.3972595,0.6507339,-62.929,0.0601,0.05546,0.7162906358,1.803006807,0.7400309653,1.1676,2.0446,0.0206336472,0.170215011,7.96923572,25.214674,0.00160219276
114018,23.49,0.06417563749,79970.0,0.40722,1.397102,32.942204,-58.5206618,0.06193848,0.02017212,0.001754544,0.004606995,0.003975601,-0.05165863,-0.05422211,0.3859875,0.9291718,0.1170789,0.5966034,0.5714035,0.4691345,0.5374527,-60.861,0.0694,0.06521,0.7357452006,1.63951688,1.034761295,1.2497,0.5731,0.00783228595,0.189439997,1.09905044,14.2467661,0.000679123157
114021,21.635,0.09395275024,233850.0,0.49413,1.132552,-7.58514,-65.780429,0.485376,0.3346252,0.001701224,0.01105621,0.01234962,-0.1001938,0.1939224,0.3574719,0.8141327,0.08731323,0.6991425,0.5923996,0.3820251,0.6893082,-62.621,0.04196,0.03822,0.6517661551,1.517026282,1.00893318,1.3063,0.6843,0.0202433039,0.292159975,11.11080074,20.7866249,0.00191033375
114026,27.104,0.1028836111,237030.0,0.65819,1.111458,23.508609,-69.2648,0.497876,0.3815002,0.001274661,0.02933746,0.008248062,-0.1166,-0.01935883,0.4730969,0.6894452,0.1041882,0.331955,0.5728683,0.4789001,0.7244644,-61.474,0.04774,0.04062,0.7530316009,1.770824158,1.075656142,1.392,0.8204,0.0314465724,0.166459978,12.054852,28.9752655,0.00241880841
114028,20.307,0.08840812864,182020.0,0.75585,1.143098,30.149229,-65.960109,0.366626,0.8893127,0.001000443,0.02669684,0.008384781,-0.1466782,0.0435318,0.4746594,0.6983514,0.1707507,0.5624237,0.5474777,0.4898376,0.6834488,-62.576,0.06308,0.05128,0.6421909811,1.475285711,0.826742111,1.3093,2.1097,0.0298349336,0.177815095,16.65259652,23.6599884,0.00242268364
114029,26.557,0.1096537349,63190.0,0.69335,1.199348,21.399229,-72.58511,0.266626,0.2643127,0.001812943,0.01044684,0.006197281,-0.1029282,0.0872818,0.3996594,0.6508514,0.1257507,0.4999237,0.7037277,0.5148376,0.6521988,-63.886,0.07448,0.06259,0.6492799174,1.649051842,1.176598314,1.351,2.0042,0.0140820174,0.24725987,6.12968159,34.4478073,0.00136096426
114032,28.9,0.0529560775,111440.0,0.76366,0.9673172,5.61798,-66.131989,0.679126,0.4361877,0.00089888,0.006790588,0.01084572,0.09941559,-0.1041245,0.2965344,0.6330389,0.1651257,0.3671112,0.6373215,0.4554626,0.6170425,-60.391,0.06885,0.05581,0.8280578866,1.914225024,0.4711099126,1.119,1.4761,0.013869049,0.269334972,6.53777886,17.1399174,0.00111929071
114033,29.174,0.09675660343,238880.0,0.62108,1.148372,1.36017,-56.651524,0.138501,0.4947815,0.001279739,0.0162359,0.009820328,0.01328278,-0.09181976,0.4020032,0.8571796,0.130907,0.4510956,0.6734543,0.4890564,0.5809097,-60.172,0.03983,0.03443,0.8432871183,1.941590339,1.196629453,1.537,1.0989,0.0230236445,0.22175996,11.74775863,11.4031677,0.00188565475
114036,22.065,0.09341201076,88260.0,0.78905,1.137825,8.31329,-70.79995,0.457251,0.721344,0.001168021,0.01237653,0.0176133,0.02695465,0.08591461,0.2973157,0.8601483,0.1787195,0.4628143,0.6715012,0.5218689,0.6180191,-63.556,0.07164,0.05733,0.6229512427,1.50502219,0.8717813374,1.3365,2.0567,0.0267622359,0.287535042,16.39243886,26.9966869,0.00222134823
114039,28.627,0.04862572527,207510.0,0.74218,1.180013,6.12579,-60.268704,0.432251,0.565094,0.0007211456,0.009939026,0.009410172,-0.07148285,-0.07814789,0.4535657,0.8482733,0.1449695,0.6659393,0.5855637,0.3906189,0.6570816,-62.47,0.05872,0.04803,0.7284914809,1.795263811,0.5439843826,1.0949,1.1026,0.0173030496,0.189440027,9.64265871,9.98890877,0.00132082344
114041,27.846,0.09340837615,210540.0,0.68749,1.383919,14.71954,-66.534334,0.369751,0.424469,0.001716458,0.01197028,0.006402359,-0.0222641,-0.007054138,0.3066907,0.6523358,0.1468445,0.2518768,0.6519699,0.5437439,0.5594254,-63.047,0.09394,0.07942,0.6952506173,1.734555434,1.33363561,1.5478,1.0041,0.0153822415,0.242935061,3.40670001,25.2083797,0.00122045819
114042,26.596,0.1062873785,92120.0,0.62499,1.102669,28.469539,-64.909334,0.469751,0.549469,0.001878958,0.02822028,0.004214859,0.1089859,-0.1383041,0.3816907,0.6048358,0.1918445,0.5643768,0.6832199,0.4187439,0.5906754,-60.942,0.1691,0.1486,0.7697794784,1.770819267,1.148477007,1.3773,2.0461,0.0261501949,0.406815052,23.25111097,31.5637512,0.00238779443
114046,26.283,0.09147519097,181740.0,0.64062,1.229231,21.907039,-66.003084,0.744751,0.768219,0.0007820831,0.02090778,0.002574234,-0.0113266,0.003883362,0.3629407,0.8542108,0.1205945,0.3612518,0.7222824,0.4749939,0.5984879,-60.933,0.05211,0.04473,0.7661535552,1.756747729,1.159647394,1.3455,0.7586,0.020995209,0.225935012,11.87821698,28.1750145,0.00166872644
114049,21.117,0.09657211553,125160.0,0.55224,1.354475,5.45197,-67.8107,0.7736572,0.001617432,0.0009103058,0.01438239,0.01653664,-0.01782074,-0.03542328,0.2986829,0.732121,0.1253992,0.4398651,0.5506516,0.4142517,0.610939,-61.532,0.04832,0.04306,0.6858627647,1.529772483,1.351617791,1.5962,1.3127,0.0267194714,0.22176002,11.90371513,27.3294773,0.00194536126
114050,20.805,0.1161864351,218870.0,0.53661,1.031038,-1.11053,-70.46695,0.4486572,0.2828674,0.001763431,0.008694885,0.01708351,0.1024918,-0.09011078,0.4799329,0.957746,0.1816492,0.7367401,0.6053391,0.4705017,0.5718765,-60.697,0.04884,0.0438,0.7133704556,1.542110508,1.142951222,1.3153,1.7796,0.0221794862,0.22175999,11.06747293,31.233839,0.00198784727
114054,23.383,0.1055399081,68830.0,0.54052,0.964241,31.780087,-65.709141,0.1674072,0.7281799,0.001082962,0.02271051,0.01393898,0.006788635,-0.1365952,0.4564954,0.7410272,0.1225867,0.3734589,0.5955734,0.4470642,0.5699234,-60.274,0.04602,0.04119,0.7581770652,1.655650933,0.9658724518,1.2944,1.6964,0.0306845661,0.213500068,12.53303766,21.9620209,0.00245835679
114057,20.414,0.0632330879,108730.0,0.50146,1.154085,14.436337,-62.443511,0.7549072,0.8063049,0.001022025,0.01092926,0.004915543,0.04506989,0.1751236,0.4221204,0.8657147,0.1582117,0.6000214,0.6776047,0.3876892,0.5347672,-60.514,0.04963,0.04511,0.7161644638,1.533076779,0.7359009928,1.1805,1.9801,0.0142834149,0.310960054,10.0143162,20.2990913,0.00115922838
114060,27.641,0.06998979989,208830.0,0.51122,1.08553,17.44416,-65.517736,0.6142822,0.6227112,0.001565384,0.01448395,0.01031593,0.04643707,0.07805328,0.4775891,0.7068866,0.1699304,0.5902557,0.5711594,0.505658,0.5689468,-62.157,0.0479,0.04337,0.7301804213,1.764789318,0.7593862198,1.1911,1.8876,0.0215830598,0.315735042,12.62573433,21.8479271,0.00173311261
114064,20.609,0.0888118367,247500.0,0.70653,1.176936,-3.96209,-59.6896055,0.5517822,0.4820862,0.0009356964,0.0181402,0.01387062,-0.05746918,0.1382095,0.2994641,0.7246991,0.1193054,0.7230682,0.7000656,0.521283,0.5181656,-62.173,0.05398,0.04492,0.6585664395,1.495313841,0.9341661482,1.3078,1.7935,0.0283261482,0.306214899,24.13777113,16.8925838,0.0024217437
114066,24.359,0.05851842861,83620.0,0.64403,1.008186,14.787907,-63.064606,0.2517822,0.6070862,0.0007731964,0.008390198,0.01168312,0.07378082,0.09445953,0.4244641,0.7721991,0.1043054,0.4105682,0.7313156,0.446283,0.6119156,-61.162,0.05432,0.04656,0.7334704395,1.664168582,0.5493643293,1.1215,1.1648,0.0175557695,0.296814919,10.91366578,12.7320251,0.0014325612
114070,25.844,0.09564773656,79840.0,0.41357,1.004671,35.334777,-71.52555,0.4080322,0.5680237,0.00198179,0.01753082,0.008812027,-0.1039536,0.1464127,0.3041516,0.7454803,0.1071179,0.6175995,0.6395187,0.5290955,0.7076187,-60.538,0.06704,0.06287,0.7776861672,1.753370485,0.9735143861,1.3208,2.6275,0.0226964373,0.247259855,14.7249403,34.2391205,0.00210203603
114071,21.156,0.09176696331,69890.0,0.67919,1.103108,-5.60272,-64.431796,0.3830322,0.3492737,0.001372415,0.01184332,0.0159214,0.01635895,-0.1051498,0.3729016,0.7098553,0.08086792,0.5707245,0.5848312,0.4853455,0.6060562,-62.055,0.0589,0.04971,0.6675128696,1.516643241,0.9023836076,1.1985,1.2647,0.0237396993,0.205359951,11.6469922,17.9328041,0.00200910307
114074,26.0,0.07560472169,138690.0,0.59325,1.208577,11.11603,-60.603666,0.1705322,0.2086487,0.001636478,0.008187073,0.01619484,-0.0875473,0.1737564,0.3260266,0.6920428,0.09024292,0.562912,0.6981125,0.3947205,0.6880875,-60.35,0.06127,0.05377,0.7880131016,1.76867934,0.974151809,1.3302,0.6785,0.0208932124,0.315734923,12.91359544,15.47509,0.00178936892
114076,29.418,0.0846908103,227720.0,0.41845,1.376448,9.45587,-66.441558,0.7689697,0.2418518,0.000999173,0.02205035,0.01164894,-0.09780121,-0.07165375,0.285011,0.8545819,0.1387585,0.368576,0.5833664,0.4638611,0.6709976,-63.226,0.0513,0.04799,0.7052122978,1.795317301,1.328988153,2.1213,3.203,0.0299606323,0.166460007,12.60890341,23.2412376,0.00212891214
114079,24.731,0.08213627965,234450.0,0.65282,1.278011,21.018372,-57.285308,0.04396973,0.9606018,0.001039798,0.01636285,0.004539566,0.02251129,0.1142838,0.366261,0.7952069,0.1125085,0.321701,0.6380539,0.5201111,0.5225601,-64.057,0.04642,0.03959,0.6270036608,1.577601148,0.9621446381,1.2518,0.7194,0.0181699786,0.256000042,6.62453067,3.34884834,0.0015324644
114083,26.527,0.07354962806,100360.0,0.50829,1.232307,26.8777418,-68.465,0.5502197,0.2027893,0.001253079,0.01250348,0.0142466,0.03618317,-0.05251312,0.4584485,0.7922382,0.197821,0.3412323,0.6439133,0.4904236,0.5596695,-62.25,0.05473,0.04965,0.7135124497,1.712328201,0.9429951849,1.2003,1.7916,0.0228507835,0.260414928,9.74408436,26.0282307,0.00170292903
114085,21.215,0.1030712466,237280.0,0.55517,1.274495,10.31524,-70.62125,0.6752197,0.7965393,0.0007249542,0.01494098,0.002762222,0.1127457,-0.1290756,0.3521985,0.6853632,0.134071,0.2631073,0.7454758,0.5091736,0.645607,-63.564,0.0355,0.03155,0.6160908771,1.478302959,1.227074353,1.3266,1.983,0.0144181261,0.330239922,7.406224247,32.0050697,0.00124155718
114089,20.434,0.05668327473,226640.0,0.62548,1.309651,0.15899,-59.418118,0.1127197,0.2184143,0.001720267,0.007222229,0.009051285,0.07446442,-0.03610687,0.4053235,0.8813007,0.135946,0.6615448,0.5540695,0.3622986,0.5088882,-64.878,0.09292,0.08076,0.5681601814,1.423361492,0.6390058822,1.0112,0.064,0.0141743328,0.23014003,4.63496483,6.5795002,0.00120236422
114090,29.809,0.1113107073,145280.0,0.53173,1.337776,27.033992,-70.23062,0.3627197,0.2809143,0.0008265167,0.02184723,0.005770035,0.008839417,0.07326813,0.4178235,0.7625507,0.08344604,0.5677948,0.5696945,0.5497986,0.5870132,-64.798,0.05742,0.05164,0.6443292241,1.738290491,1.479692555,1.4914,1.0937,0.0242658053,0.260414988,14.76594114,32.4886093,0.00215542549
114091,23.559,0.08666262728,215790.0,0.59423,1.056526,25.783992,-66.855618,0.2627197,0.9059143,0.001964017,0.01209723,0.007957535,-0.03491058,0.02951813,0.4428235,0.6200507,0.158446,0.3802948,0.6634445,0.4747986,0.6182632,-60.812,0.0453,0.03965,0.7384802978,1.644009989,0.8780191879,1.1691,1.3127,0.0168557055,0.256000042,5.55753183,24.5466537,0.00141927286
114092,20.082,0.09966288005,90440.0,0.76024,1.269221,-5.97382,-64.750153,0.6533447,0.1520081,0.001501907,0.01666754,0.007889175,-0.0116684,-0.02927094,0.3123547,0.60966,0.1617273,0.5306854,0.5101242,0.3943298,0.5430679,-63.402,0.05979,0.04846,0.6129193097,1.448156601,1.071531391,1.2328,1.4466,0.0204628315,0.256000012,7.94744885,20.7808056,0.00162516825
114093,25.707,0.05824409519,126090.0,0.60399,0.9598465,2.15118,-61.562653,0.3033447,0.7145081,0.001258157,0.01504254,0.004607925,-0.0335434,0.1238541,0.3998547,0.96591,0.1692273,0.4369354,0.5882492,0.4318298,0.5274429,-61.958,0.05997,0.05238,0.7163389599,1.689716908,0.5111719655,1.041,0.5453,0.0180916637,0.217614919,6.319406213,8.69363117,0.00142168312
114098,24.613,0.0805881412,206550.0,0.59618,1.121565,34.182432,-60.484523,0.6408447,0.2301331,0.00127847,0.02113629,0.005975113,0.1578629,-0.01286469,0.3717297,0.8412225,0.1748523,0.7416229,0.724968,0.4224548,0.7032242,-60.331,0.16023,0.14224,0.7708420888,1.706261289,0.90597514,1.3179,2.2958,0.0239950921,0.396215051,32.05556985,25.9272594,0.00217756093
