learning_rate,n_steps,batch_size,best_csi,model_path
3e-05,200,64,0.017765581607818604,ppo_task1_con_phi_psi_uguali_DOFPITCH_DOFBETA1_DOFBETA2_DOFW1_DOFW2_DOFTMOVXU_DOFTMOVXL_lr3e-05_nsteps200_senza_delta
